省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比,总抚养比（%）,少年儿童抚养比（%）,老年人口抚养比（%）,区域,基层机构占比,基层床位占比,每千老年人床位数,每千老年人医师数,每千老年人护士数,每千老年人诊疗人次,每千老年人出院人数,老龄化压力_基础项,老龄化压力_扩展项,资源保障_基层承接项,资源保障_均衡项
四川,25,2019,80500,716,83756,631763,184960,270545,79.34,2144.4399,4424.3701,56026.449,1981.59,9.930000300000001,25,212.59,4.9899998,7.09,77.489998,7.0900002,95.900002,95.0,95.199997,3.1800001,1.11,1973.99,8351,3705.41,1020.72,7.95,60.26,86.02,14.83,50.0,95.0,56584,0.553586396838702,0.157381572895907,2546,12391.5339480302,7.565117949946115,2.214824571907556,3.239671895581368,6708.950904083343,236.3776793198419,25.76,1.427480916030534,45.0,1.9,47.39,24.19,23.2,西部,0.9611251731219256,0.23473992620650466,4806.8638600719305,1407.2959947937823,2058.482347056033,4262856.686863002,150193.99982498796,0.157381572895907,23.2,0.23473992620650466,45.0
天津,26,2019,5348,95,5962,68262,43430,41410,13.92,655.25,6233.1499,12288.53,169.88,10.03,26,246.83,0.70999998,5.3,81.059998,5.3000002,99.0,92.300003,95.400002,5.4699998,0.62,169.44,1385,973.51,217.97,6.9,72.83,59.04,0.64,,95.0,101858,0.8433212996389889,0.12079371641174,4214,25672.9963898917,4.928664259927798,3.135740072202166,2.989891696750902,8872.584837545126,122.3393501805054,-13.79,0.8106549498832899,,,28.79,13.23,15.56,东部,0.8970144246897015,0.09375640912953034,4080.2323219594045,2595.946349985306,2475.2046592883144,7345237.071191556,101279.56471137697,0.12079371641174,15.56,0.09375640912953034,
宁夏,19,2019,4077,90,4397,40971,18052,24307,6.86,165.34,4909.75,4358.3198,123.32,10.64,19,214.08,0.63,5.69,76.260002,5.6900001,88.0,95.300003,95.400002,4.4899998,0.51999998,123.03,717,341.06,112.54,9.1,41.39,79.31,0.41,52.0,111.0,53841,0.635983263598326,0.0951147298297557,2581,20059.8326359833,5.714225941422594,2.517712691771269,3.390097629009763,6078.549232914924,171.5899581589958,37.92,1.916163324474511,59.0,2.134615384615385,47.51,35.61,11.9,西部,0.9272231066636343,0.10007078177247321,6007.719258258308,2647.027117963413,3564.2193749355574,6390754.874449856,180403.13888934118,0.0951147298297557,11.9,0.10007078177247321,59.0
安徽,1,2019,24558,544,26435,347395,113502,163390,45.46,1187.64,3518.9299,33315.93,1035.89,7.780000200000001,1,246.83,0.70999998,6.04,77.66999799999999,6.04,94.300003,89.0,92.800003,2.97,0.57999998,1032.41,6092,2240.12,702.38,6.04,36.93,74.37,6.87,36.0,83.0,61776,0.570256073539068,0.139683628586417,2447,12134.3072882469,5.702478660538411,1.863131976362443,2.68204202232436,5468.800065659882,169.4697964543664,37.44,2.013809910641755,47.0,2.305555555555555,48.4,27.67,20.73,中部,0.928995649706828,0.1977575958203198,4082.4244890019463,1333.822721543773,1920.0832978541087,3915133.162707426,121324.02212727585,0.139683628586417,20.73,0.1977575958203198,47.0
山东,21,2019,79825,973,83616,629722,259781,341379,100.06,2553.71,4255.8799,67464.047,1859.6801,9.0299997,21,163.44,0.31999999,7.5,78.910004,7.5,93.900002,93.199997,93.099998,3.6400001,0.92000002,1849.93,10106,4285.76,961.43,6.03,49.19,82.39,11.93,56.0,111.0,71371,0.618642390659014,0.15835440128706,2855,10627.1126063724,6.231169602216505,2.570562042351078,3.377983376212151,6675.642885414605,183.0526419948546,33.2,1.6749339296605,55.0,1.982142857142857,50.4,26.58,23.82,东部,0.9546617872177574,0.18944867735286364,3934.951950543409,1623.2968717372385,2133.1793425107567,4215634.571036144,115596.81354421114,0.15835440128706,23.82,0.18944867735286364,55.0
山西,22,2019,40249,445,42162,218441,89259,108993,34.17,668.0700099999999,3465.29,13145.65,501.5400099999999,11.5,22,241.92,0.47999999,5.85,77.610001,5.8499999,92.5,88.300003,90.699997,4.79,0.72000003,499.33,3497,1292.28,385.6,7.59,43.44,108.37,3.87,45.0,144.0,49467,0.612810980840721,0.109954501585551,2515,13470.8607377752,6.246525593365742,2.5524449528167,3.116757220474693,3759.122104661138,142.7881040892193,64.93,2.494705340699816,99.0,3.2,35.8,20.87,14.93,中部,0.954627389592524,0.17716454328628783,5681.009420524345,2321.3646699410024,2834.5881028342205,3418797.8213300547,129861.0807472233,0.109954501585551,14.93,0.17716454328628783,99.0
广东,5,2019,51064,1018,53900,545196,243564,356330,96.19,3685.02,5317.6001,89179.773,1815.95,6.630000099999999,5,315.37,1.11,4.46,78.209999,4.46,94.300003,91.199997,95.199997,4.190000100000001,2.02,1814.17,12489,6126.41,1666.1,5.69,35.83,72.64,7.14,44.0,113.0,88954,0.726479301785571,0.0857887262521106,2751,13850.4684122027,4.365409560413164,1.950228200816719,2.853150772679959,7140.66562575066,145.2614300584514,36.81,2.027351381523863,69.0,2.568181818181818,32.53,21.16,11.37,东部,0.9473840445269017,0.1309620760240354,5088.558545075455,2273.291941747111,3325.787544968666,8323547.787346922,169324.61455549076,0.0857887262521106,11.37,0.1309620760240354,69.0
广西,6,2019,31853,1109,33679,277357,93954,152390,44.04,1085.8,3363.52,26131.17,1046.4399,9.819999699999999,6,290.89999,8.199999799999999,6.14,78.07,6.1399999,93.599998,91.800003,93.0,5.5599999,4.110000100000001,1043.64,4982,1668.31,587.17,7.86,39.86,66.12,7.27,43.0,94.0,42988,0.529706945002007,0.101673867487646,2887,11744.1991168205,5.567181854676837,1.88586912886391,3.05881172219992,5245.116419108792,209.4821356884785,26.26000000000001,1.6588058203713,51.0,2.186046511627907,47.05,32.1,14.95,西部,0.94578223818997,0.2621170549147849,5475.528759003177,1854.8218686508162,3008.4541857046843,5158765.520300589,206033.4094342697,0.101673867487646,14.95,0.2621170549147849,51.0
新疆,28,2019,16851,591,18376,186426,55990,77306,23.64,609.56,4844.0498,12031.98,589.69,9.8999996,28,483.78,6.719999799999999,4.45,75.32,4.4499998,94.800003,92.900002,95.599998,8.1000004,1.66,587.51,2559,1355.03,373.07,9.21,72.69,116.99,3.85,68.0,138.0,55227,0.5552950371238771,0.0806714140386572,2106,20771.7467760844,7.285111371629543,2.187964048456428,3.020945681906995,4701.828839390387,229.5857756936303,44.3,1.609437336635025,70.0,2.029411764705882,47.24,38.38,8.86,西部,0.917011319111885,0.20651625846180255,9030.598333306227,2712.192508994537,3744.7536006488967,5828370.42764281,284593.71690647985,0.0806714140386572,8.86,0.20651625846180255,70.0
江苏,15,2019,31821,685,34796,516015,211174,279836,78.63,2813.5,5525.6099,61721.648,1528.21,8.3500004,15,115.99,0.44999999,7.04,79.050003,7.04,95.900002,95.199997,97.900002,3.4200001,0.55000001,1523.43,8469,4459.17,962.85,4.48,51.12,83.04,9.85,62.0,103.0,118045,0.7246428149722521,0.150785290174296,3311,14846.5580351872,6.09298618490967,2.493493918998701,3.30423898925493,7287.949935057268,179.8831030818278,31.92000000000001,1.624413145539906,41.0,1.661290322580645,40.58,19.38,21.2,东部,0.9145016668582596,0.19088592385880254,4040.835931586333,1653.6718642225758,2191.353669469673,4833329.515520358,119297.51428265781,0.150785290174296,21.2,0.19088592385880254,41.0
江西,16,2019,35398,742,37029,267135,80423,120413,34.83,909.7999900000001,3573.8899,23627.74,884.37,7.170000099999999,16,232.46001,1.23,6.03,77.309998,6.0300002,94.5,91.0,90.599998,2.28,2.46,882.66,4516,1667.62,644.18,6.74,43.23,78.58,6.13,40.0,89.0,54766,0.5907883082373779,0.101492372928025,3010,14142.6040744021,5.91530115146147,1.780845881310894,2.666364038972542,5232.006200177148,195.4517271922055,35.35,1.817719176497802,49.0,2.225,43.58,29.01,14.57,中部,0.9559534418968916,0.22947198981788233,5828.32086865917,1754.6598132785905,2627.157058258396,5155073.2820953075,192577.74900071885,0.101492372928025,14.57,0.22947198981788233,49.0
河北,9,2019,81790,662,84651,430079,173531,185025,64.72,1560.47,3872.4199,43227.898,1192.33,9.46,9,170.64999,0.31,6.12,78.639999,6.119999900000001,93.0,91.0,92.900002,3.01,1.9400001,1185.59,7447,2939.94,721.61,8.37,47.44,67.25,8.64,50.0,84.0,47904,0.5877534577682291,0.131450234400122,2596,11157.566805425,5.775198066335437,2.330213508795488,2.484557539948973,5804.739895259837,159.2037061904122,19.81,1.417580101180439,34.0,1.68,47.0,27.68,19.32,东部,0.9662024075321024,0.2008933242497309,4393.448283063753,1772.6963511548715,1890.11267365733,4415922.057309356,121113.29197467331,0.131450234400122,19.32,0.2008933242497309,34.0
河南,10,2019,67561,1013,70734,640147,191795,278891,88.78,2176.8501,3743.5701,61020.289,2021.72,10.57,10,178.84,1.5,6.84,78.599998,6.8400002,88.5,88.599998,89.699997,3.5899999,1.54,2013.22,9901,3608.8,1021.44,6.65,42.44,110.08,13.23,40.0,127.0,54378,0.54014745985254,0.116012092639205,2913,10265.559034441,6.465478234521766,1.937127562872437,2.816796283203717,6163.043025956975,203.3350166649833,67.64,2.5937794533459,87.0,3.175,48.51,31.28,17.23,中部,0.9551417988520372,0.2066712801903313,5573.107154121646,1669.763486550372,2428.0195444486035,5312414.323155001,175270.53606157302,0.116012092639205,17.23,0.2066712801903313,87.0
浙江,30,2019,32145,403,34119,350191,179950,219790,62.8,2524.51,5881.25,68133.148,1104.33,6.929999799999999,30,175.02,0.75,5.52,79.940002,5.52,98.699997,96.599998,97.5,3.48,0.43000001,1102.83,6375,3440.53,795.53,5.52,52.41,89.99,3.0,79.0,132.0,102201,0.7157647058823531,0.140334654337296,2509,15769.4588235294,5.493192156862746,2.822745098039216,3.447686274509804,10687.55262745098,172.9929411764706,37.58,1.717038733066209,53.0,1.670886075949367,37.16,17.91,19.25,东部,0.9421436736129429,0.08566753571622343,3914.351863268066,2011.4383801842093,2456.760442237773,7615761.536536314,123271.71930083641,0.140334654337296,19.25,0.08566753571622343,53.0
海南,8,2019,5057,105,5417,49764,20271,32062,8.59,210.58,4810.0498,5252.6299,128.94,6.670000099999999,8,388.76999,0.92000002,6.11,78.260002,6.1100001,92.199997,87.900002,93.300003,3.3599999,3.21,128.95,995,454.41,182.47,8.56,34.49,104.43,0.7,45.0,146.0,55054,0.593969849246231,0.0931972789115646,2497,18679.3969849246,5.001407035175879,2.037286432160804,3.222311557788945,5279.025025125628,129.5979899497487,69.94,3.027834154827486,101.0,3.244444444444444,40.5,27.41,13.09,东部,0.9335425512276168,0.14066393376738204,5366.473242123025,2185.993471004659,3457.5167809852196,5664355.318930421,139057.69724535084,0.0931972789115646,13.09,0.14066393376738204,101.0
湖北,12,2019,33919,491,35515,403300,128460,194217,52.63,1607.47,4354.5698,35382.578,1368.76,10.52,12,239.82001,0.94999999,7.08,77.16999799999999,7.079999900000001,95.300003,92.300003,93.5,3.5999999,1.22,1367.02,5927,2580.95,638.57,5.63,52.79,89.88,9.81,50.0,102.0,76928,0.618356672853045,0.130712999718011,3248,13447.2920533153,6.804454192677577,2.167369664248355,3.276817951746246,5969.728024295597,230.6428209886958,37.09,1.702595188482667,52.0,2.04,40.15,21.83,18.32,中部,0.955061241728847,0.24324324324324328,5205.644585738925,1658.1133237887982,2506.8799268744283,4567049.977564721,176449.79572518784,0.130712999718011,18.32,0.24324324324324328,52.0
湖南,13,2019,54859,694,57230,506330,147271,240515,61.83,1538.6801,4006.25,28098.1,1616.1801,9.590000199999999,13,293.10999,2.05,7.28,77.08000200000001,7.280000200000001,96.699997,92.599998,94.400002,4.380000099999999,1.08,1606.7,6640,2771.68,709.78,6.97,54.35,126.62,12.13,53.0,130.0,60159,0.574548192771084,0.13143674212178,2873,12100.0301204819,7.625451807228916,2.217936746987952,3.622213855421687,4231.641566265061,241.972891566265,72.27000000000001,2.329714811407544,77.0,2.452830188679245,49.55,29.89,19.66,中部,0.958570679713437,0.23956708075760869,5801.613524598557,1687.4556620803705,2755.860954059254,3219527.126094103,184098.36371482033,0.13143674212178,19.66,0.23956708075760869,77.0
甘肃,4,2019,24761,1124,26697,181172,50220,79468,22.85,435.26001,3527.3401,12688.84,520.12,9.9799995,4,176.3,0.60000002,6.75,73.75,6.75,95.099998,92.900002,93.699997,6.119999900000001,1.08,517.77,2509,933.84,342.5,10.71,53.47,90.81,3.22,48.0,102.0,36040,0.50697489039458,0.115153570390466,2396,15749.7010761259,7.220884814667198,2.001594260661618,3.167317656436827,5057.32961339179,206.3650856915106,37.34,1.698335515242192,54.0,2.125,38.97,27.12,11.85,西部,0.9274824886691388,0.1777316583136467,6270.656472206998,1738.1955712485121,2750.5162416562475,4391813.120725005,179208.58640488697,0.115153570390466,11.85,0.1777316583136467,54.0
福建,3,2019,26596,421,27788,202211,85083,116214,33.43,952.8200099999999,4276.7002,24899.641,609.21997,6.1399999,3,263.35001,0.64999998,6.1,78.040001,6.0999999,95.199997,93.300003,95.5,3.76,0.88999999,607.78,4137,1699.13,481.58,4.01,40.58,72.24,3.55,46.0,108.0,103092,0.678752719361856,0.0999708445365901,2577,12274.425912497,4.88786560309403,2.056635242929659,2.809137055837563,6018.767464346144,146.9132221416485,31.66,1.78018728437654,62.0,2.347826086956522,36.74,23.07,13.67,东部,0.9571037858068231,0.17555919312005777,4889.291098571278,2057.235039338809,2809.956311621832,6020522.775661087,146956.0678642433,0.0999708445365901,13.67,0.17555919312005777,62.0
西藏,27,2019,6635,147,6940,17063,7134,5986,3.88,45.68,5395.0098,1634.29,30.559999,3.8800001,27,397.67001,0.55000001,4.46,71.790001,4.46,71.099998,71.900002,73.400002,12.64,2.8399999,30.47,361,189.13,126.47,11.14,37.76,45.69,0.38,45.0,58.0,48961,0.3462603878116339,0.0601531170251549,1588,60602.4930747922,4.726592797783933,1.97617728531856,1.658171745152355,4527.119113573407,84.40443213296399,7.93,1.210010593220339,13.0,1.288888888888889,36.23,19.82,16.41,西部,0.9560518731988472,0.22270409658325033,7857.602451103841,3285.2450264417052,2756.5849072441897,7525992.562746584,140315.97414589114,0.0601531170251549,16.41,0.22270409658325033,13.0
贵州,7,2019,26806,327,28511,264986,71572,121386,34.71,709.60999,3838.96,17579.73,860.0999800000001,8.630000099999998,7,250.02,4.7399998,6.95,77.66999799999999,6.9499998,93.599998,91.800003,92.400002,4.5900002,1.15,854.53,3848,1390.84,550.13,8.29,49.1,81.61,5.04,46.0,94.0,44985,0.51481288981289,0.115808107629669,2453,15459.3035343035,6.886330561330562,1.85997920997921,3.154521829521829,4568.536902286902,222.0712058212058,32.51,1.662118126272912,48.0,2.043478260869565,51.12,33.62,17.5,西部,0.9401985198695241,0.19019872747994235,5946.328544933709,1606.087214486786,2723.9214024715384,3944919.7433535154,191757.90915377424,0.115808107629669,17.5,0.19019872747994235,48.0
辽宁,17,2019,32275,456,34238,313847,111710,139098,39.67,1110.3101,4160.6499,19987.551,708.28998,11.39,17,194.98,1.02,7.25,78.449997,7.25,95.599998,93.699997,94.199997,5.1500001,0.69999999,708.8,4277,1810.59,378.75,7.27,49.29,103.37,3.93,40.0,111.0,59911,0.7121814355856909,0.159230769230769,3136,13432.5227963526,7.338017301847089,2.61187748421791,3.252232873509469,4673.264203881226,165.7236380640636,54.08000000000001,2.0971799553662,71.0,2.775,35.35,13.8,21.55,东北,0.9426660435773118,0.12522025063167722,4608.416662995763,1640.3095311513466,2042.4650896436306,2934900.224659711,104077.64709337342,0.159230769230769,21.55,0.12522025063167722,71.0
重庆,31,2019,20001,150,21057,231806,67366,103147,28.8,847.5900300000001,4530.3599,17548.279,752.87,9.3100004,31,237.02,4.619999900000001,7.57,78.269997,7.570000200000001,94.400002,91.400002,93.199997,3.54,0.88999999,749.93,3188,1415.43,391.89,6.0,46.39,87.85,5.57,36.0,93.0,74601,0.6822459222082811,0.153456373074071,3258,15206.0225846926,7.27120451693852,2.113111668757842,3.235476787954831,5504.478983688832,235.2352572145546,41.45999999999999,1.893727096356973,57.0,2.583333333333333,47.33,24.72,22.61,西部,0.9498504060407466,0.2402871366573773,4738.287743467535,1377.0113462396741,2108.401706062163,3586999.271142624,153291.29217788184,0.153456373074071,22.61,0.2402871366573773,57.0
陕西,23,2019,33619,494,35404,265814,89326,150423,43.56,916.1500199999999,4706.7998,20898.971,819.28003,11.35,23,180.23,0.75999999,6.28,77.489998,6.2800002,95.5,94.099998,94.900002,2.9300001,0.91000003,814.88,3944,1824.45,483.74,7.07,53.91,80.46,4.01,69.0,110.0,66577,0.612829614604463,0.12046554811327,3812,14499.2900608519,6.739705882352941,2.264858012170385,3.813970588235294,5298.927738336714,206.6125760649087,26.55,1.492487479131887,41.0,1.594202898550725,40.09,23.96,16.13,西部,0.9495819681391933,0.15085736642915723,5594.716487751175,1880.087749271526,3166.026011560697,4398708.03007869,171511.7552701768,0.12046554811327,16.13,0.15085736642915723,41.0
青海,20,2019,6114,176,6513,41443,14692,18910,6.2,130.95,5843.23,2659.3601,105.98,11.37,20,438.0199900000001,1.13,6.08,73.559998,6.079999900000001,91.599998,91.599998,90.400002,6.46,1.28,104.75,590,355.16,158.0,11.97,52.41,105.52,0.64,54.0,133.0,51321,0.5881355932203389,0.085358123811536,1486,31587.6271186441,7.024237288135593,2.490169491525424,3.205084745762712,4507.39,177.5423728813559,53.11,2.013356229727151,79.0,2.462962962962963,43.34,29.72,13.62,西部,0.9387379087977891,0.15442897473638492,8229.1373972143,2917.319852324217,3754.8678469541883,5280563.58168317,207997.04228897468,0.085358123811536,13.62,0.15442897473638492,79.0
黑龙江,11,2019,18478,704,20375,262575,79491,97640,30.56,751.34003,4027.0801,11250.89,604.73999,13.75,11,157.7,1.01,6.74,78.739998,6.7399998,94.800003,93.599998,93.699997,5.0100002,0.94999999,601.72,3255,1510.68,329.56,11.1,44.24,127.84,3.6,45.0,108.0,42426,0.646082949308756,0.137779758028584,2531,15396.4976958525,8.066820276497696,2.442119815668203,2.999692780337942,3456.494623655914,184.8602150537635,83.6,2.889692585895117,63.0,2.4,31.15,13.08,18.07,东北,0.9068957055214724,0.13710368466152528,5854.866049934665,1772.4808423321206,2177.165080893538,2508710.040656933,134170.80832397175,0.137779758028584,18.07,0.13710368466152528,63.0
上海,24,2020,5291,107,5897,152191,74780,97151,26.14,1744.67,10591.59,22564.029,375.13,8.430000300000001,24,128.63,0.51999998,5.58,82.550003,5.5500002,97.900002,95.400002,99.400002,1.83,0.25,375.6,2488,2634.22,633.7,6.81,,107.7,1.56,,151.0,167454,0.8930868167202571,0.1628,3722,32564.7508038585,6.117001607717042,3.005627009646302,3.904782958199357,9069.143488745982,150.9646302250804,,,,,35.2738696893387,13.2511189335429,22.0227507557958,东部,0.897235882652196,0.10250277611685317,3757.371994912188,1846.2082368834779,2398.5153305892854,5570726.958689177,92730.11684587249,0.1628,22.0227507557958,0.10250277611685317,
云南,29,2020,24592,532,26626,325212,100245,173175,45.89,972.9600199999999,4044.74,26982.52,970.48999,8.760000199999999,29,189.61,4.0300002,7.9,74.019997,7.1599998,97.300003,94.400002,94.699997,5.3200002,1.5,967.9,4722,1909.93,774.53,7.79,57.8,109.7,6.19,60.0,149.0,53443,0.500423549343499,0.1075,2648,14769.2079627277,6.887166454891995,2.122935196950445,3.667407878017789,5714.21431596781,204.9767047861076,51.90000000000001,1.897923875432526,89.0,2.483333333333333,43.4995937814148,28.0786712019839,15.4209225794309,西部,0.9236085029670247,0.19033737992448005,6406.666469666972,1974.8234390236696,3411.542212109571,5315548.200900288,190676.00445219313,0.1075,15.4209225794309,0.19033737992448005,89.0
内蒙古,18,2020,23277,434,24549,162072,68672,83443,25.48,449.42001,5271.21,9612.3398,294.29999,11.98,18,225.64999,0.38999999,7.3,77.559998,6.599999900000001,96.599998,94.699997,94.300003,5.0599999,0.72000003,294.4,2403,1266.58,395.09,7.3,49.5,106.4,2.68,59.0,139.0,73156,0.674989596337911,0.1305,2127,21931.5855181024,6.744569288389513,2.857761131918435,3.472451102788181,4000.141406575114,122.5135247607158,56.90000000000001,2.14949494949495,80.0,2.35593220338983,37.1684997128772,19.2651399989186,17.9033597139586,西部,0.9481852621288036,0.16535860605163138,5168.252328267827,2189.8552735007165,2660.8820711020544,3065242.4571456816,93880.09560208107,0.1305,17.9033597139586,0.16535860605163138,80.0
北京,2,2020,9675,105,10599,127033,101061,117944,34.81,1794.45,13834.01,18228.881,253.77,10.14,2,80.800003,0.64999998,4.6,82.43,5.4400001,97.800003,96.0,98.400002,2.8499999,0.18000001,255.4,2189,3028.26,809.83,8.39,,85.0,0.51,,184.0,175856,0.8752855185015991,0.133,5393,32508.8168113294,5.803243490178164,4.616765646413888,5.388031064412974,8327.492462311558,116.674280493376,,,,,33.5797772821768,15.8119684715753,17.7678088106015,东部,0.9128219643362582,0.04014704840474523,4363.34097005877,3471.2523657247275,4051.1511762503565,6261272.528053803,87725.02292735038,0.133,17.7678088106015,0.04014704840474523,
吉林,14,2020,24424,314,25616,173123,73713,95420,27.29,551.91998,4878.73,9278.54,306.67001,12.71,14,87.300003,0.57999998,7.8,78.410004,7.4899998,98.5,93.099998,94.5,5.369999900000001,0.27000001,304.8,2399,1174.46,366.69,9.54,54.1,73.2,1.96,65.0,92.0,51576,0.6265110462692789,0.1561,3707,17203.7098791163,7.216465193830762,3.07265527303043,3.977490621092122,3867.669862442684,127.0529387244685,19.1,1.353049907578558,27.0,1.415384615384615,37.5821959998185,16.1092843745846,21.4729116252339,东北,0.9534665833853841,0.11321430428077146,4622.975780801257,1968.3890282065536,2548.0401160103283,2477687.291763411,81392.01712009514,0.1561,21.4729116252339,0.11321430428077146,27.0
四川,25,2020,79491,716,82793,649756,195334,285807,82.45,2087.78,4830.52,51227.73,1756.35,11.8,25,196.03,4.3200002,8.5,77.790001,7.920000099999999,97.199997,95.800003,95.699997,3.3900001,1.0,1755.4,8371,4041.94,1220.72,8.32,61.8,87.2,14.96,53.0,98.0,59138,0.5673157328873489,0.1693,2754,13377.7804324453,7.761987815075857,2.333460757376657,3.414251582845538,6119.666706486681,209.7001552980528,25.40000000000001,1.411003236245955,45.0,1.849056603773585,49.3229995763092,24.0400367234339,25.2829628528753,西部,0.9601174012295726,0.2302402748108521,4584.753582442916,1378.2993250895788,2016.687290517152,3614687.954215405,123863.05688012569,0.1693,25.2829628528753,0.2302402748108521,45.0
天津,26,2020,5258,87,5838,68275,46206,42714,14.32,614.26001,6545.3301,9782.7803,128.86,11.48,26,225.08,0.61000001,5.9,81.300003,5.77,96.300003,94.599998,92.699997,4.6100001,0.56,129.6,1387,907.57,191.61,6.44,75.6,57.9,0.6,,97.0,102675,0.8471521268925741,0.1475,4430,22720.6200432588,4.922494592645998,3.331362653208363,3.079596250901226,7053.194160057678,93.43907714491709,-17.7,0.7658730158730159,,,39.3252146421803,18.7701668997628,20.5550477424175,东部,0.9006509078451524,0.08787989747345296,3337.2844695905073,2258.550951327704,2087.8618650177805,4781826.549191646,63348.52687790989,0.1475,20.5550477424175,0.08787989747345296,
宁夏,19,2020,4247,94,4574,41261,19343,25972,7.2,155.82001,5244.2798,3962.8899,106.89,11.12,19,168.75,0.60000002,5.9,76.58000200000001,5.8899999,97.400002,96.099998,96.300003,4.6999998,0.44,107.1,721,378.08,128.42,9.64,43.0,77.2,0.41,58.0,113.0,56136,0.6490984743411929,0.0962,2691,20532.0388349515,5.722746185852982,2.682801664355063,3.602219140083218,5496.379889042996,148.5436893203883,34.2,1.795348837209302,55.0,1.948275862068966,43.2989090826851,32.18,11.1189090826851,西部,0.9285089637079142,0.0993674414095635,5948.800608994784,2788.775118872207,3744.510540627046,5713492.608152803,154411.3194598631,0.0962,11.1189090826851,0.0993674414095635,55.0
安徽,1,2020,27400,481,29391,407813,133307,188182,50.32,1232.48,3995.6599,34606.551,950.1699800000001,8.3999996,1,225.08,0.61000001,7.96,77.959999,7.02,95.199997,89.300003,92.699997,3.23,0.51999998,945.6,6105,2438.43,801.83,6.3,45.0,83.2,7.97,43.0,90.0,63341,0.583292383292383,0.1501,2702,12241.7526617527,6.67998361998362,2.183570843570843,3.082424242424243,5668.558722358722,154.8894348894349,38.2,1.848888888888889,47.0,2.093023255813954,52.0923423500884,29.2651942009932,22.8271481490952,中部,0.9322581742710353,0.1954327105805847,4450.355509649314,1454.7440663363375,2053.580441321947,3776521.4672609735,103190.82937337435,0.1501,22.8271481490952,0.1954327105805847,47.0
山东,21,2020,81126,889,84872,646863,271412,355651,102.79,2547.72,4750.8501,61328.949,1661.9301,9.3599997,21,131.73,0.30000001,7.2,79.18,7.429999799999999,95.0,93.900002,93.900002,3.53,0.82999998,1658.7,10165,4823.41,1169.79,6.6,49.5,82.7,11.83,58.0,112.0,73362,0.63049680275455,0.1513,3154,11051.1756025578,6.363630103295622,2.670063944909002,3.498780127889818,6033.344712247909,163.1775700934579,33.2,1.670707070707071,54.0,1.931034482758621,51.3060176969442,28.4089845391713,22.8970331577729,东部,0.955862946554812,0.18288261965825842,4205.968343222487,1764.7481460072718,2312.4786040249955,3987670.0014857305,107850.34374980694,0.1513,22.8970331577729,0.18288261965825842,54.0
山西,22,2020,39224,440,41140,223650,92094,116339,35.14,645.35999,4239.8301,12300.32,427.47,13.02,22,202.95,0.37,7.0,77.910004,6.5900002,95.5,92.400002,92.900002,4.8200002,0.76999998,426.2,3490,1479.91,469.45,8.38,43.0,114.8,3.74,45.0,154.0,52105,0.6252148997134671,0.129,2688,14644.3266475645,6.408309455587393,2.638796561604584,3.333495702005731,3524.446991404011,122.1203438395415,71.8,2.669767441860465,109.0,3.422222222222222,41.3527774753839,23.1160039491443,18.2367735262396,中部,0.9534273213417599,0.1672255756762799,4967.681748517358,2045.5787299260337,2584.1051953532797,2732129.4507007836,94666.9332089469,0.129,18.2367735262396,0.1672255756762799,109.0
广东,5,2020,53069,897,55900,564773,256800,374457,100.62,3532.75,4059.5801,72639.5,1564.3,7.6599998,5,272.20001,1.0700001,4.7,78.400002,4.6500001,95.400002,92.300003,97.400002,4.059999899999999,1.92,1567.7,12624,7073.13,1950.18,6.39,39.6,67.9,7.36,47.0,109.0,90558,0.741524081115336,0.0859,3175,13807.6600126743,4.473803865652725,2.034220532319392,2.966230988593156,5754.079531051964,124.1840937896071,28.3,1.714646464646465,62.0,2.319148936170213,37.7944478899357,25.9704522800246,11.8239956099111,东部,0.9493559928443649,0.13031784451452177,5208.153510655093,2368.126347286836,3453.1210577335924,6698579.197965033,144568.2116293447,0.0859,11.8239956099111,0.13031784451452177,62.0
