省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比,总抚养比（%）,少年儿童抚养比（%）,老年人口抚养比（%）,区域,基层机构占比,基层床位占比,每千老年人床位数,每千老年人医师数,每千老年人护士数,每千老年人诊疗人次,每千老年人出院人数,老龄化压力_基础项,老龄化压力_扩展项,资源保障_基层承接项,资源保障_均衡项
黑龙江,11,2012,19470,634,21158,178210,66821,70073,27.07,393.89001,2148.47,11528.58,420.09,9.5299997,11,224.87,0.79000002,6.03,76.589996,6.0300002,95.699997,92.800003,94.300003,7.52,1.64,421.11,3724,823.72,191.0,6.02,29.13,78.45,2.84,36.0,83.0,29765,0.5687432867884,0.0883713660518912,2441,8516.43394199785,4.785445757250269,1.794334049409237,1.881659505907626,3095.751879699248,113.0800214822771,49.32000000000001,2.693099897013389,47.0,2.305555555555555,26.52,15.34,11.18,东北,0.9202193023915304,0.1593625498007968,5415.154219116947,2030.4473378352138,2129.263798867526,3503116.470872973,127960.02430909249,0.0883713660518912,11.18,0.1593625498007968,47.0
上海,24,2013,4439,116,4929,114314,54039,67939,19.23,897.0700099999999,5170.21,23406.631,291.04001,5.3499999,24,173.78,0.63,5.24,80.949997,5.2399998,98.199997,97.599998,99.0,2.4400001,0.07,290.01,2448,1248.68,250.82,5.78,46.99,81.45,1.73,77.0,111.0,98244,0.895833333333333,0.106411800120409,3421,18499.2238562092,4.66968954248366,2.207475490196078,2.775285947712418,9561.532271241831,118.468137254902,34.46,1.733347520749096,34.0,1.441558441558441,25.01,11.71,13.3,东部,0.9005883546358288,0.1513375439578704,4388.319281507998,2074.4649443936064,2608.062211683363,8985405.998604096,111329.8874005052,0.106411800120409,13.3,0.1513375439578704,34.0
云南,29,2013,21913,1294,24264,210125,61338,73305,26.55,464.78,1808.6801,21119.83,675.03003,7.059999900000001,29,206.42999,4.0700002,6.43,70.879997,6.4299998,97.599998,92.099998,92.599998,7.219999799999999,2.6500001,671.0,4641,847.66,322.14,7.23,38.68,89.0,4.67,33.0,100.0,28100,0.3999138116785179,0.0801189245087901,1662,8826.78302090067,4.52758026287438,1.321654815772463,1.57950872656755,4550.706744236156,144.5809092867917,50.32,2.300930713547053,67.0,3.03030303030303,38.96,27.83,11.13,西部,0.9031074843389384,0.22224866151100536,5651.074687576023,1649.6162721548515,1971.4552289007038,5679939.879543545,180457.87580552115,0.0801189245087901,11.13,0.22224866151100536,67.0
内蒙古,18,2013,21984,629,23257,120065,52500,52358,19.6,285.0,2798.1101,9882.8496,283.62,8.0600004,18,295.04999,0.34,5.62,75.379997,5.619999900000001,95.800003,94.099998,94.199997,6.5500002,0.56999999,284.5,2455,698.86,223.0,4.15,33.79,92.95,2.42,41.0,117.0,47103,0.59837067209776,0.0854800368699365,2137,15016.3747454175,4.890631364562118,2.138492871690428,2.132708757637475,4025.60065173116,115.8859470468432,59.16,2.750813850251554,76.0,2.853658536585366,28.67,17.67,11.0,西部,0.9452637915466311,0.2015574896930829,5721.372549246248,2501.745378215367,2494.978752620956,4709404.440075729,135570.7733528137,0.0854800368699365,11.0,0.2015574896930829,76.0
北京,2,2013,8857,118,9683,104011,72489,83879,26.31,1093.61,6337.3799,20466.381,246.31,7.75,2,155.87,1.13,4.52,80.860001,4.52,95.599998,92.900002,98.800003,3.75,0.1,245.62,2125,1340.23,356.42,6.87,34.66,81.45,0.46,81.0,159.0,103503,0.8640000000000001,0.0858255987166266,5469,19640.7529411765,4.894635294117647,3.41124705882353,3.94724705882353,9631.238117647059,115.5858823529412,46.79000000000001,2.34997114829775,78.0,1.962962962962963,22.7,12.17,10.53,东部,0.9146958587214706,0.04422609147109441,5703.0016304091705,3974.6265797533956,4599.148876148589,11221871.168585561,134675.29977224531,0.0858255987166266,10.53,0.04422609147109441,78.0
吉林,14,2013,18968,293,19913,133245,54450,52715,20.02,331.19,2779.78,10204.59,307.72,11.0,14,194.96001,0.55000001,5.04,76.849998,5.04,95.0,91.400002,92.0,8.880000099999998,0.25999999,304.7,2668,764.79,197.68,5.89,30.49,134.32,2.1,37.0,131.0,35813,0.557346326836582,0.0965781477077553,3033,10287.8935532234,4.994190404797601,2.040854572713643,1.975824587706147,3824.808845577211,114.2053973013493,103.83,4.405378812725484,94.0,3.54054054054054,27.25,14.96,12.29,东北,0.9525435645055994,0.15760441292356187,5171.139148278119,2113.1639207755907,2045.8298637958728,3960325.3286147625,118251.79920299767,0.0965781477077553,12.29,0.15760441292356187,94.0
四川,25,2013,75161,2969,80037,426635,139093,158457,59.6,1019.31,2066.4099,43548.609,1451.85,6.23,25,198.28999,2.0,6.9,75.660004,6.900000099999999,93.699997,91.800003,90.800003,5.0300002,1.37,1443.45,8109,1675.24,546.11,6.38,38.75,68.19,12.6,36.0,77.0,33171,0.449623874707116,0.127585794571326,2140,7671.61178936984,5.261252928844494,1.715291651251696,1.954088050314465,5370.404365519794,178.0059193488716,29.44,1.759741935483871,41.0,2.138888888888889,41.46,23.41,18.05,西部,0.9390781763434412,0.29533441935143623,4123.69805472601,1344.4221255312036,1531.5874756119854,4209249.457248554,139518.60389077922,0.127585794571326,18.05,0.29533441935143623,41.0
天津,26,2013,4209,96,4689,57743,29659,29715,10.65,381.79999,3750.1001,10532.71,135.91,8.1700001,26,198.32001,0.55000001,6.0,79.610001,6.0,94.599998,84.699997,92.0,7.25,0.23,135.65,1410,552.09,145.31,3.84,38.18,61.6,0.72,53.0,87.0,72276,0.8226950354609929,0.114567901234568,4346,18079.5035460993,4.095248226950354,2.103475177304964,2.107446808510638,7470.007092198581,96.20567375886526,23.42,1.613410162388685,34.0,1.641509433962264,29.27,14.46,14.81,东部,0.8976327575175944,0.12469043866789047,3574.5162325751985,1836.0074284666157,1839.4740462215682,6520157.052457808,83972.62472487155,0.114567901234568,14.81,0.12469043866789047,34.0
宁夏,19,2013,3898,165,4231,31134,12663,13978,4.76,85.339996,2568.9099,3338.53,90.709999,8.0100002,19,253.33,0.46000001,4.5,74.339996,4.5,98.400002,93.099998,95.099998,9.590000199999999,0.47999999,90.19,666,168.06,60.44,6.55,25.38,76.57,0.31,31.0,91.0,35697,0.5285285285285279,0.0707538433043156,2195,13851.0510510511,4.674774774774775,1.901351351351351,2.098798798798799,5012.807807807808,135.4204204204204,51.19,3.016942474389283,60.0,2.935483870967742,37.36,28.61,8.75,西部,0.9212952020798866,0.09956960236397508,6607.09659921702,2687.2764256402997,2966.338930553591,7084855.851925225,191396.55755231675,0.0707538433043156,8.75,0.09956960236397508,60.0
安徽,1,2013,21872,1748,24645,235959,75936,103404,35.38,596.46002,2025.71,25474.34,762.58002,8.04,1,198.32001,0.55000001,6.06,75.940002,6.0599999,82.199997,78.5,89.0,4.6799998,0.63999999,756.04,5988,1221.5,415.45,6.42,25.21,56.51,5.78,26.0,63.0,34913,0.478623914495658,0.105314980407917,2203,7264.01135604542,3.940531062124248,1.26813627254509,1.72685370741483,4254.231796927188,126.2591850367401,31.3,2.241570805236017,37.0,2.423076923076923,40.83,26.0,14.83,中部,0.8874822479204707,0.24495781046707268,3741.6624366840983,1204.1366457394872,1639.7037731253424,4039531.489679106,119887.20365108536,0.105314980407917,14.83,0.24495781046707268,37.0
山东,21,2013,72108,1338,75426,489737,194948,240078,81.93,1302.45,2307.49,62207.898,1414.84,7.27,21,124.05,0.28999999,6.4,77.279999,6.4000001,93.599998,93.400002,93.0,4.73,0.63999999,1406.16,9746,2245.97,571.45,4.11,42.67,70.72,12.27,50.0,91.0,49407,0.534578288528627,0.10982061719635,2304,6863.123332649289,5.025005130309871,2.00028729735276,2.463349066283604,6382.91586291812,144.2807305561256,28.05,1.657370517928287,41.0,1.82,35.97,21.04,14.93,东部,0.9560098639726354,0.2505426381915191,4575.6482330868575,1821.4132723151745,2243.0661283567033,5812128.929767353,131378.54643282856,0.10982061719635,14.93,0.2505426381915191,41.0
山西,22,2013,38529,462,40281,172620,74788,74849,28.39,354.32001,2018.84,12486.42,367.01001,7.849999900000001,22,296.85999,0.49000001,5.57,75.82,5.5700002,90.400002,86.800003,89.199997,7.860000099999999,0.95999998,366.22,3535,732.8,229.62,5.81,34.91,84.92,3.9,38.0,109.0,34368,0.528712871287129,0.079714257101846,2474,8571.79632248939,4.883168316831683,2.115643564356436,2.117369165487977,3532.22630834512,103.5983026874116,50.01000000000001,2.432540819249499,71.0,2.868421052631579,31.06,20.61,10.45,中部,0.9565055485216355,0.2259297879735836,6125.840589084032,2654.03409788215,2656.1988312614453,4431109.862608657,129962.075109162,0.079714257101846,10.45,0.2259297879735836,71.0
广东,5,2013,44470,1965,47835,378367,170171,217629,70.8,1813.84,2366.4199,75779.438,1297.5601,5.0100002,5,317.12,1.01,4.69,77.059998,4.6900001,95.300003,92.199997,95.5,5.1399999,1.13,1296.69,11270,2518.82,667.69,4.05,22.82,77.08,5.99,30.0,118.0,57153,0.6809228039041701,0.072444135827063,2199,7463.17657497782,3.357293700088731,1.509946761313221,1.931047027506655,6723.996273291925,115.0567879325643,54.26,3.377738825591586,88.0,3.933333333333333,31.45,21.93,9.52,东部,0.9296540190237274,0.15831190352224164,4634.320862220217,2084.2912184331,2665.567068280595,9281629.488055868,158821.39612683802,0.072444135827063,9.52,0.15831190352224164,88.0
广西,6,2013,32117,1288,33943,187216,65219,94814,33.48,533.5,1795.64,24969.881,818.75,6.610000099999999,6,289.47,6.670000099999999,6.35,76.099998,6.3499999,98.699997,87.099998,88.099998,8.050000200000001,2.9400001,816.19,4731,847.36,322.49,5.89,28.87,50.61,5.64,33.0,76.0,26908,0.4510674276051571,0.0929468251726706,1939,6782.223631367579,3.957218347072501,1.37854576199535,2.004100612978229,5277.928767702389,172.5195518917776,21.74,1.753030827848978,43.0,2.303030303030303,44.43,31.01,13.42,西部,0.9462039301181392,0.3012563028800957,4257.507816669409,1483.1552981335046,2156.1797396039515,5678438.997671405,185611.02175494639,0.0929468251726706,13.42,0.3012563028800957,43.0
新疆,28,2013,17190,605,18663,137325,43582,56578,18.96,320.32999,2945.97,9381.9502,464.04999,7.670000099999999,28,618.98999,3.8800001,4.92,73.339996,4.920000099999999,92.0,82.400002,84.599998,13.89,1.91,462.0,2285,667.06,208.68,7.98,55.01,99.21,2.64,55.0,129.0,37542,0.4494529540481401,0.0636772260273973,1681,13422.8446389497,6.00984682713348,1.907308533916849,2.476061269146608,4105.886301969365,202.1881838074398,44.2,1.803490274495546,74.0,2.345454545454545,39.73,32.5,7.23,西部,0.9210737823501045,0.1922446750409612,9437.984664325246,2995.2757883897525,3888.4565544379657,6447966.656403652,317520.4015960868,0.0636772260273973,7.23,0.1922446750409612,74.0
江苏,15,2013,28815,466,30998,368287,143611,174158,55.11,1483.6801,2787.5701,49440.121,1053.6899,6.369999900000001,15,116.74,0.47,7.01,77.440002,7.0100002,100.0,97.400002,98.5,3.4300001,0.47,1049.27,8192,2213.19,549.23,3.74,34.89,74.41,7.41,39.0,89.0,74185,0.6439208984375,0.122546775325825,2814,9519.61669921875,4.49569091796875,1.75306396484375,2.1259521484375,6035.171020507812,128.084716796875,39.52,2.132702780166237,50.0,2.282051282051282,34.38,17.91,16.47,东部,0.9295761016839796,0.20120178013342857,3668.5509724884178,1430.5263930305284,1734.8087232691837,4924789.742089594,104519.04299915343,0.122546775325825,16.47,0.20120178013342857,50.0
江西,16,2013,37425,823,38902,174299,58841,78209,26.98,420.54999,1632.17,19852.689,688.65997,5.869999900000001,16,206.37,0.61000001,6.28,75.32,6.2800002,93.099998,83.900002,85.800003,3.49,2.28,686.17,4476,738.09,325.75,5.15,28.01,70.46,4.74,29.0,81.0,32339,0.490393208221627,0.0900297419683288,2381,7753.12779267203,3.894079535299374,1.31458891867739,1.747296693476318,4435.363941018767,153.2998212689902,42.44999999999999,2.515530167797215,52.0,2.793103448275862,40.26,27.63,12.63,中部,0.9620328003701609,0.27194648276811684,4325.3256647889275,1460.1718164868716,1940.7994017032645,4926554.096510758,170276.86397559478,0.0900297419683288,12.63,0.27194648276811684,52.0
河北,9,2013,75178,1689,78485,303497,114550,111526,49.2,767.84003,2026.92,39309.391,922.5300300000001,8.8900003,9,181.60001,0.27000001,6.87,76.190002,6.869999900000001,92.699997,90.400002,93.0,4.8099999,2.3900001,919.38,7288,1486.26,429.83,5.25,30.39,87.17,7.03,32.0,103.0,33896,0.480241492864984,0.0916601946560471,2108,6050.46652030735,4.164338638858397,1.571761800219539,1.530268935236004,5393.714462129528,126.1498353457739,56.78,2.868377755840737,71.0,3.21875,36.92,24.37,12.55,东部,0.9578645601070268,0.2316332616137886,4543.23564823857,1714.7703058209086,1669.5021661019869,5884467.605997702,137627.71922877582,0.0916601946560471,12.55,0.2316332616137886,71.0
河南,10,2013,67281,2472,71464,429810,126036,176534,71.63,968.9099699999999,1791.6801,51860.441,1327.4,6.679999799999999,10,242.13,1.51,6.76,75.910004,6.7600002,84.400002,82.599998,83.300003,3.9200001,1.52,1317.63,9573,1686.51,561.33,5.24,28.6,84.39,10.42,31.0,93.0,33103,0.436017967199415,0.0892673257131088,2114,5831.30680037606,4.489815104982764,1.316577875274209,1.844082314843832,5417.365611616004,137.6402381698527,55.79,2.950699300699301,62.0,3.0,42.24,29.54,12.7,中部,0.9414670323519534,0.24243270282217724,5029.628779753441,1474.8709729531768,2065.797647809484,6068699.345857596,154188.82224858718,0.0892673257131088,12.7,0.24243270282217724,62.0
浙江,30,2013,28655,396,30063,230056,117370,132705,42.71,1291.14,3114.45,47526.352,689.52002,6.130000099999999,30,192.46001,0.47,5.45,78.470001,5.4499998,98.900002,96.099998,97.099998,4.8200002,0.54000002,686.29,5784,1712.33,393.16,4.56,34.45,72.24,2.34,57.0,103.0,66306,0.6393499308437071,0.0919869534555712,2363,8178.54426002766,3.977455048409405,2.029218533886584,2.294346473029046,8216.865836791148,118.6531811894882,37.78999999999999,2.096952104499274,46.0,1.807017543859649,26.8,15.14,11.66,东部,0.9531650201244054,0.10171436519803873,4323.933883004916,2205.9851507819276,2494.2085663671783,8932642.64998168,128989.14110335932,0.0919869534555712,11.66,0.10171436519803873,46.0
海南,8,2013,4689,122,5011,32100,13301,20892,6.35,109.68,2067.6899,4247.8501,90.949997,6.7600002,8,313.16,1.14,5.9,73.489998,5.9000001,86.800003,82.699997,90.699997,5.3600001,3.3699999,90.59,920,185.12,77.4,5.88,26.79,61.88,0.58,38.0,98.0,34993,0.522826086956522,0.081472459060766,2253,10990.9782608696,3.489130434782609,1.445760869565217,2.270869565217391,4617.228369565218,98.46739130434783,35.09,2.309817095931318,60.0,2.578947368421053,36.79,25.64,11.15,东部,0.9357413689882259,0.18068535825545168,4282.588834320382,1774.5393796042176,2787.2849198324425,5667225.9838401,120859.72663585152,0.081472459060766,11.15,0.18068535825545168,60.0
湖北,12,2013,34042,779,35631,288169,96540,127871,41.12,784.02002,2123.1001,32059.73,952.35999,8.0200005,12,254.81,0.73000002,6.15,75.639999,6.1500001,96.0,91.300003,91.599998,4.8400002,0.94,950.78,5798,1231.19,368.37,4.99,35.77,72.31,7.47,38.0,79.0,44653,0.545015522593998,0.0990597576264104,3144,7539.927561228009,4.970144877543981,1.665056916177992,2.205432907899276,5529.446360814074,163.9841324594688,36.54,2.021526418786693,41.0,2.078947368421053,33.07,19.89,13.18,中部,0.955404002132974,0.2592228865700335,5017.319844742773,1680.861084334079,2226.366145793278,5581930.032241331,165540.61547163414,0.0990597576264104,13.18,0.2592228865700335,41.0
湖南,13,2013,58519,2612,62210,314090,93980,125696,44.22,776.96002,1953.09,24437.58,1160.75,6.9099998,13,254.89,1.26,6.96,75.489998,6.96,94.099998,83.800003,85.5,5.4299998,1.62,1152.24,6600,1306.73,392.91,5.33,33.86,86.89,8.54,34.0,94.0,36264,0.4763636363636359,0.10570636918452,2106,7107.409090909091,4.758939393939394,1.423939393939394,1.904484848484848,3702.663636363637,174.5818181818182,53.03,2.566154754873006,60.0,2.764705882352941,40.52,25.67,14.85,中部,0.9406687027809034,0.27189659014932027,4502.036566625646,1347.0705738211284,1801.674641913391,3502781.9656735193,165157.33113211926,0.10570636918452,14.85,0.27189659014932027,60.0
甘肃,4,2013,25514,718,26697,116064,36483,40954,16.07,210.85001,2006.89,12392.96,318.82001,8.5200005,4,208.99001,0.44999999,6.08,72.739998,6.079999900000001,96.599998,93.0,92.199997,8.2299995,1.21,320.56,2537,518.21,188.17,8.27,34.1,62.45,2.72,33.0,68.0,24015,0.404808829325976,0.0889212143963212,2193,9103.74458021285,4.574852187623177,1.43803705163579,1.614268821442649,4884.887662593614,126.3539613716989,28.35,1.831378299120235,35.0,2.060606060606061,37.05,27.24,9.81,西部,0.9556879050080533,0.23435346015991182,5144.837729310685,1617.2035676733672,1815.3922350271387,5493500.843141554,142096.53144022555,0.0889212143963212,9.81,0.23435346015991182,35.0
福建,3,2013,26151,1406,28175,156149,61939,79929,26.18,498.5400099999999,2213.3601,20395.631,527.66998,4.4400001,3,280.57001,0.41999999,6.01,76.519997,6.0100002,93.5,91.800003,94.599998,5.119999900000001,1.12,525.34,3885,835.32,268.01,3.84,32.64,72.07,3.22,37.0,102.0,59155,0.607979407979408,0.0816424810581739,2435,7899.0990990991,4.019279279279279,1.594311454311454,2.057374517374517,5249.84066924067,135.2226512226512,39.42999999999999,2.208026960784313,65.0,2.756756756756757,33.37,22.48,10.89,东部,0.9281632653061225,0.20621329627471197,4923.024419622137,1952.7964285840803,2519.980395878153,6430280.659280706,165627.80732532986,0.0816424810581739,10.89,0.20621329627471197,65.0
西藏,27,2013,6479,138,6725,11003,3658,2397,2.47,15.91,2366.0,1178.4301,19.469999,3.8900001,27,237.57001,0.75,5.39,69.379997,5.3899999,73.900002,62.5,63.200001,18.82,4.1700001,19.89,317,73.83,47.56,9.14,30.02,103.17,0.32,29.0,143.0,26593,0.239747634069401,0.0516504854368932,1528,31997.1608832808,3.470977917981072,1.153943217665615,0.7561514195583596,3717.445110410095,62.74447949526814,73.15,3.436708860759494,114.0,4.931034482758621,33.18,20.09,13.09,西部,0.9634200743494424,0.29082977369808233,6720.126420151324,2234.1381845781643,1463.9773724532151,7197309.142335334,121478.9734588838,0.0516504854368932,13.09,0.29082977369808233,114.0
贵州,7,2013,26657,1498,29177,166724,44169,58666,22.16,333.85001,1577.7,12662.41,653.52002,5.6799998,7,261.95001,1.96,7.15,73.290001,7.150000099999999,84.199997,82.900002,83.400002,4.9299998,1.05,646.07,3632,552.54,278.0,6.9,32.63,69.62,4.15,29.0,74.0,22385,0.378854625550661,0.0927867151011936,1535,8487.5,4.590418502202644,1.216106828193833,1.615253303964758,3486.346365638767,177.8827092511013,36.99,2.13361936867913,45.0,2.551724137931035,45.71,32.19,13.52,西部,0.9136305994447681,0.24891437345553133,4947.279895830252,1310.647571548946,1740.8238907942325,3757376.6479786923,191711.39861681883,0.0927867151011936,13.52,0.24891437345553133,45.0
辽宁,17,2013,33521,1035,35612,241860,92308,103409,33.84,644.31,2680.5901,17838.07,595.09003,8.2299995,17,209.53999,0.64999998,6.12,77.07,6.119999900000001,96.0,94.800003,95.400002,7.4899998,0.83999997,589.86,4365,1176.78,263.26,4.35,42.16,69.94,3.48,41.0,76.0,44701,0.664604810996564,0.102150092462256,2903,11907.0332187858,5.540893470790378,2.114730813287514,2.369049255441008,4086.613974799541,135.1340206185567,27.78,1.658918406072106,35.0,1.853658536585366,26.0,13.13,12.87,东北,0.9412838369089072,0.14388489208633093,5424.266720891822,2070.2191866041603,2319.1846412829836,4000597.430990605,132289.6703872178,0.102150092462256,12.87,0.14388489208633093,35.0
重庆,31,2013,18025,350,18926,147436,41712,55460,19.77,407.29999,2482.6101,13909.95,507.1499900000001,7.3400002,31,254.55,1.89,6.77,76.559998,6.77,88.5,88.699997,90.099998,4.5599999,0.77999997,503.78,3011,737.34,226.79,5.83,41.71,45.83,4.47,35.0,48.0,44356,0.582862836267021,0.132465731070496,2894,10170.3088674859,4.896579209564929,1.385320491531053,1.84191298571903,4619.711059448689,167.313184988376,4.119999999999997,1.098777271637497,13.0,1.371428571428571,40.55,21.93,18.62,西部,0.9523935327063299,0.303182397786158,3696.4875141624766,1045.7953769143578,1390.4826333829656,3487476.3624640084,126306.76903095398,0.132465731070496,18.62,0.303182397786158,13.0
陕西,23,2013,34118,1962,37137,185139,60935,89551,32.19,432.2099900000001,2701.1101,17191.66,547.37,8.96,23,207.73,0.47,6.15,75.620003,6.1500001,97.599998,95.300003,95.800003,5.0999999,1.0599999,543.38,3804,1016.7,293.96,6.34,35.78,68.51,3.42,45.0,90.0,42435,0.515772870662461,0.0982841322473682,3612,9634.77917981073,4.866955835962145,1.601866456361724,2.354127234490011,4519.363827549947,142.8443743427971,32.73,1.914756847400783,45.0,2.0,34.76,22.78,11.98,西部,0.9187064113956431,0.18472607068202812,4951.924308303052,1629.8322218789472,2395.2261475585738,4598263.9559510015,145338.18539830687,0.0982841322473682,11.98,0.18472607068202812,45.0
青海,20,2013,5701,170,6020,29529,11332,11492,4.47,68.349998,2813.1499,2203.53,82.33000200000001,8.0600004,20,480.59,0.63,6.13,71.160004,6.130000099999999,88.900002,86.400002,81.800003,7.679999799999999,2.46,80.81,571,162.54,78.1,7.74,34.45,140.17,0.57,36.0,164.0,30405,0.492119089316988,0.0715034598448312,1162,21507.0052539405,5.171453590192645,1.984588441330998,2.012609457092819,3859.07180385289,141.523642732049,105.72,4.068795355587808,128.0,4.555555555555555,37.58,27.86,9.72,西部,0.9470099667774087,0.19303058010769072,7232.452249744493,2775.5138641371054,2814.7021996702797,5397042.062338543,197925.587152241,0.0715034598448312,9.72,0.19303058010769072,128.0
黑龙江,11,2013,18883,1433,21369,189183,68154,73974,27.91,454.3500099999999,2525.77,12094.09,471.22,10.2,11,216.10001,0.83999997,6.08,76.900002,6.079999900000001,85.400002,93.300003,94.699997,7.3000002,1.59,469.47,3666,968.63,206.55,6.73,30.83,84.3,2.89,37.0,86.0,32522,0.5804691762138571,0.0894126567880952,2529,9190.343698854342,5.160474631751227,1.859083469721768,2.017839607201309,3298.987997817785,128.0605564648118,53.47,2.73434965942264,49.0,2.324324324324324,26.46,15.15,11.31,东北,0.8836632505030652,0.15276214036144897,5771.5258858501065,2079.2173462955357,2256.7717811847565,3689620.8169233454,143224.1933804861,0.0894126567880952,11.31,0.15276214036144897,49.0
上海,24,2014,4489,116,4984,117510,57425,71929,20.17,1023.39,5546.9199,25059.711,318.54999,7.880000099999999,24,174.2,0.60000002,5.21,81.18,5.21,98.400002,97.900002,99.599998,2.4300001,0.13,318.54,2467,1345.5,275.29,5.71,45.2,83.4,1.71,76.0,116.0,105654,0.892987434130523,0.0968080323692492,3348,19957.1949736522,4.763275233076611,2.327725982975274,2.915646534252128,10157.96959870288,129.1203891366032,38.2,1.845132743362832,40.0,1.526315789473684,24.68,12.61,12.07,东部,0.9006821829855538,0.14551953025274444,4920.330592928827,2404.4760811755427,3011.7816289573457,10492899.556059495,133377.76419637047,0.0968080323692492,12.07,0.14551953025274444,40.0
云南,29,2014,21835,1324,24281,224899,62266,82823,28.28,539.09003,1967.16,21890.23,728.5499900000001,7.23,29,208.52,4.0300002,6.45,71.33000200000001,6.4499998,98.099998,91.800003,92.699997,7.25,2.1300001,725.9,4653,927.3,359.63,7.24,41.16,95.26,4.79,35.0,110.0,30719,0.412207178164625,0.0872191661097116,1731,9537.889533634208,4.833419299376746,1.338190414786159,1.779991403395659,4704.541156243284,156.006877283473,54.10000000000001,2.314382896015549,75.0,3.142857142857143,38.27,26.21,12.06,西部,0.899262798072567,0.21298449526231775,5541.694004843917,1534.2848074273843,2040.8259821661632,5393930.446807433,178867.65517482065,0.0872191661097116,12.06,0.21298449526231775,75.0
内蒙古,18,2014,22053,660,23426,129011,52624,56723,20.3,320.76001,2842.54,10033.63,300.47,8.3900003,18,300.81,0.31999999,5.75,75.690002,5.75,96.199997,94.199997,94.300003,6.3000002,0.83999997,299.4,2449,712.0,240.81,4.01,37.53,91.51,2.55,44.0,112.0,50479,0.60963658636178,0.093319142760389,2156,15843.1196406697,5.267905267456104,2.148795426704778,2.316169865251123,4097.031441404654,122.2539812168232,53.98,2.438316013855582,68.0,2.545454545454545,29.68,17.58,12.1,西部,0.9413899086485102,0.1976575640836828,5645.042497853036,2302.6309105969126,2481.987935956762,4390344.060408272,131006.32689128829,0.093319142760389,12.1,0.1976575640836828,68.0
北京,2,2014,8802,117,9638,109811,75299,88488,27.4,1229.0699,7411.4102,21359.92,269.81,7.2399998,2,165.49001,0.75999999,4.92,81.08000200000001,4.920000099999999,96.599998,92.800003,98.199997,4.0500002,0.16,269.3,2171,1594.64,394.38,7.48,37.4,84.59,0.45,81.0,164.0,109765,0.8650391524643021,0.0854874134144281,5429,20841.4094887149,5.058083832335329,3.468401658222017,4.075909719023492,9838.747121142329,124.0442192538001,47.19,2.261764705882353,83.0,2.024691358024691,23.02,12.5,10.52,东部,0.9132600124507159,0.04097950114287275,5916.758538259451,4057.2073942719608,4767.847752351789,11509000.832024002,145102.31892554206,0.0854874134144281,10.52,0.04097950114287275,83.0
