省份,区域,年份,综合效率_OTE,纯技术效率_PTE,规模效率_SE,规模报酬类型,超效率,代码_x,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
江西,中部,2023,1.0,1.0,1.0,CRS,1.0308,16,38292,529,40129,340782,111448,169464,43.91,1442.8,5171.73,25604.361,971.6500199999999,11.63,16,202.60001,1.14,6.94,78.63000500000001,7.3900003,86.700005,95.900009,95.300003,2.3800001,2.0,945.14,4515,,,,65.06,94.46,71700.0,64.0,109.0,72271,0.6312292358803989,0.13485202246482,4510,16595.5260243632,7.547774086378737,2.468394241417497,3.753355481727575,5670.954817275748,209.3333333333333,29.39999999999999,1.451890562557639,45.0,1.703125
江西,中部,2024,1.0,1.0,1.0,CRS,1.0052,16,37681,439,39392,340527,118122,177735,45.97,1613.0801,5571.1899,27614.242,1026.65,12.75,16,203.70001,1.05,7.2,78.96000699999999,7.7300005,83.60000600000001,97.000015,96.10000600000001,2.3800001,1.98,938.7,4502,,,,65.3,94.5,72000.0,68.0,114.0,75862,0.63771657041315,0.138867908241438,4534,17092.9586850289,7.563904931141715,2.623767214571302,3.947912039093736,6133.772101288317,208.507330075522,29.2,1.447166921898928,46.0,1.676470588235294
河北,东部,2012,1.0,1.0,1.0,CRS,1.0332,9,77177,597,79119,284359,108771,101988,46.33,665.35999,1712.66,36791.621,869.5999800000001,8.5200005,9,184.24001,0.22,6.41,75.790001,6.4099998,91.900002,90.400002,92.599998,5.23,2.52,870.78,7262,1248.1,368.32,4.7,28.76,82.63,69100.0,31.0,97.0,32341,0.465987331313688,0.0909285267901194,2063,5617.515835857889,3.915711925089507,1.497810520517764,1.404406499586891,5066.320710548058,119.9091159460204,53.86999999999999,2.873087621696801,66.0,3.129032258064516
河北,东部,2013,1.0,1.0,1.0,CRS,1.0117,9,75178,1689,78485,303497,114550,111526,49.2,767.84003,2026.92,39309.391,922.5300300000001,8.8900003,9,181.60001,0.27000001,6.87,76.190002,6.869999900000001,92.699997,90.400002,93.0,4.8099999,2.3900001,919.38,7288,1486.26,429.83,5.25,30.39,87.17,70300.0,32.0,103.0,33896,0.480241492864984,0.0916601946560471,2108,6050.46652030735,4.164338638858397,1.571761800219539,1.530268935236004,5393.714462129528,126.1498353457739,56.78,2.868377755840737,71.0,3.21875
河北,东部,2014,1.0,1.0,1.0,CRS,1.0121,9,75623,1657,78895,322909,121014,121845,51.29,879.9099699999999,2228.95,41289.41,980.64001,9.1700001,9,186.28999,0.27000001,6.23,76.599998,6.23,92.400002,90.5,93.0,4.5300002,2.21,973.09,7323,1645.8,458.64,5.59,31.69,92.08,73100.0,32.0,110.0,35102,0.493650143383859,0.0932453721937771,2098,6387.13641950021,4.409517957121398,1.652519459238017,1.663867267513314,5638.318994947426,132.8813327871091,60.39,2.905648469548753,78.0,3.4375
河北,东部,2015,1.0,1.0,1.0,CRS,1.0418,9,75562,1264,78594,342096,128786,132837,53.33,955.1599699999999,2507.1001,42134.078,991.3200099999999,8.5600004,9,184.92,0.27000001,5.79,77.010002,5.79,93.099998,90.599998,93.400002,4.110000100000001,2.22,984.1,7345,1861.5,552.58,6.25,34.32,84.16,75000.0,34.0,104.0,36466,0.5166780122532341,0.101741866587281,2141,7668.05990469707,4.657535738597685,1.753383253914227,1.808536419332879,5736.429952348536,133.9823008849557,49.84,2.452214452214452,70.0,3.058823529411764
河北,东部,2016,1.0,1.0,1.0,CRS,1.0217,9,76003,1089,78795,360485,137687,143432,55.51,1111.5699,2710.5801,43494.301,1117.72,9.1000004,9,178.97,0.28,6.36,77.41999799999999,6.3600001,91.699997,90.300003,92.900002,4.059999899999999,2.1400001,1107.12,7375,2024.82,567.79,6.31,36.09,80.4,76900.0,36.0,98.0,39239,0.53871186440678,0.109083665338645,2191,8202.75254237288,4.88793220338983,1.866942372881356,1.944840677966102,5897.53233898305,150.1179661016949,44.31,2.227763923524522,62.0,2.722222222222222
河北,东部,2017,0.9979,1.0,0.9979,IRS,,9,78207,801,80912,395036,149885,158383,59.06,1255.71,2921.8601,43213.789,1175.1899,8.569999699999999,9,174.07001,0.31,6.6,77.83000200000001,6.599999900000001,91.900002,90.699997,92.599998,3.24,2.1099999,1161.78,7409,2197.1,615.69,6.11,40.57,77.99,81600.0,40.0,95.0,42026,0.557430152517209,0.117997616209774,2328,8960.96639222567,5.331839654474288,2.023012552301255,2.137710892158186,5832.607504386558,156.8065865838845,37.41999999999999,1.922356421000739,55.0,2.375
河北,东部,2018,1.0,1.0,1.0,CRS,1.0442,9,82236,684,85088,421916,164733,172863,62.4,1408.77,3561.0601,43137.25,1215.23,9.0200005,9,172.71001,0.31999999,6.38,78.230003,6.380000099999999,92.099998,90.699997,92.5,3.1099999,1.84,1205.93,7426,2690.84,706.08,8.28,45.1,75.3,86600.0,45.0,92.0,44418,0.573256127120926,0.126867720936243,2457,10404.2687853488,5.681605171020738,2.21832749798007,2.327807702666308,5808.94828979262,162.3929437112847,30.2,1.669623059866962,47.0,2.044444444444444
河北,东部,2019,1.0,1.0,1.0,CRS,1.0474,9,81790,662,84651,430079,173531,185025,64.72,1560.47,3872.4199,43227.898,1192.33,9.46,9,170.64999,0.31,6.12,78.639999,6.119999900000001,93.0,91.0,92.900002,3.01,1.9400001,1185.59,7447,2939.94,721.61,8.37,47.44,67.25,86400.0,50.0,84.0,47904,0.5877534577682291,0.131450234400122,2596,11157.566805425,5.775198066335437,2.330213508795488,2.484557539948973,5804.739895259837,159.2037061904122,19.81,1.417580101180439,34.0,1.68
河北,东部,2020,1.0,1.0,1.0,CRS,1.1848,9,83972,641,86939,441962,185229,201377,67.5,1540.26,4111.3799,38179.629,1031.11,9.8900003,9,134.25999,0.31,5.66,79.050003,6.849999900000001,93.699997,91.599998,93.599998,2.8800001,1.63,1028.3,7464,3069.08,848.36,8.48,48.4,66.3,79000.0,52.0,87.0,49388,0.6007502679528399,0.1392,2700,12088.411039657,5.921248660235799,2.481631832797428,2.697976956055734,5115.170016077171,137.7679528403001,17.9,1.369834710743802,35.0,1.673076923076923
河北,东部,2021,1.0,1.0,1.0,CRS,1.0157,9,85029,644,88162,454994,197945,225019,71.03,1768.95,4350.3398,39874.711,1024.98,10.32,9,134.23,0.31999999,7.58,79.459999,7.579999900000001,92.199997,94.0,94.0,2.8800001,1.42,1019.9,7448,3308.62,849.92,8.19,51.81,78.15,79700.0,59.0,105.0,55265,0.6114393125671321,0.149191861570641,2926,11879.9812030075,6.108941997851772,2.657693340494093,3.021200322234157,5353.747448979592,136.9360902255639,26.34,1.50839606253619,46.0,1.779661016949152
河北,东部,2022,1.0,1.0,1.0,CRS,1.0226,9,87019,638,90194,485726,204461,238261,73.29,1997.65,4589.2998,38769.789,1018.86,10.75,9,134.2,0.33000001,7.8,79.870003,8.3100004,90.699997,96.400002,94.400002,2.8800001,1.21,992.4,7420,3607.09,977.36,8.51,57.4,80.26,87300.0,62.0,109.0,58109,0.61644204851752,0.156377463750954,3070,12541.2938005391,6.546172506738545,2.755539083557951,3.211064690026954,5225.038948787062,133.7466307277628,22.86000000000001,1.398257839721254,47.0,1.758064516129032
河北,东部,2023,1.0,1.0,1.0,CRS,1.0219,9,89576,633,92825,534058,224777,269703,79.07,2226.3501,4828.2598,50464.867,1012.74,11.18,9,134.17,0.34000003,8.33,80.280006,9.0400009,89.199997,98.800003,94.800003,2.8800001,1.0000001,1290.64,7393,,,,64.84,85.82,101100.0,71.0,118.0,61649,0.6277559853915871,0.162371862394985,3190,12993.6561612336,7.223833355877181,3.040403083998377,3.648086027323143,6826.033680508589,174.5759502231841,20.97999999999999,1.323565700185071,47.0,1.661971830985915
河北,东部,2024,0.9334,0.9749,0.9574,IRS,,9,90464,515,93648,546990,252093,301045,84.26,2455.0502,5067.2197,57149.945,1006.62,11.610001,9,134.14,0.35000005,8.33,80.69001,9.770001400000002,87.699997,100.0,95.200005,2.8800001,0.7900001999999999,1334.7,7378,,,,66.2,88.6,98699.99999999999,78.0,125.0,64352,0.634182705340201,0.164570796518442,3262,13996.6386554622,7.413797777175386,3.416820276497696,4.080306316074817,7745.994171862293,180.9026836541068,22.39999999999999,1.338368580060423,47.0,1.602564102564103
河南,中部,2012,0.9527,1.0,0.9527,IRS,,10,67252,581,69258,393993,116270,156041,65.26,816.88,1613.47,49655.238,1273.14,7.920000099999999,10,314.17999,1.99,6.71,75.470001,6.71,80.699997,81.0,81.699997,3.98,1.53,1265.06,9532,1517.63,489.46,5.13,26.21,79.64,101199.99999999999,28.0,87.0,30410,0.419848929920269,0.088210185645299,2012,5252.20310532942,4.133371800251783,1.219785984053714,1.63702266051196,5209.319974821654,132.7171632396139,53.43,3.038534910339565,59.0,3.107142857142857
河南,中部,2013,0.9641,0.9915,0.9723,IRS,,10,67281,2472,71464,429810,126036,176534,71.63,968.9099699999999,1791.6801,51860.441,1327.4,6.679999799999999,10,242.13,1.51,6.76,75.910004,6.7600002,84.400002,82.599998,83.300003,3.9200001,1.52,1317.63,9573,1686.51,561.33,5.24,28.6,84.39,104200.0,31.0,93.0,33103,0.436017967199415,0.0892673257131088,2114,5831.30680037606,4.489815104982764,1.316577875274209,1.844082314843832,5417.365611616004,137.6402381698527,55.79,2.950699300699301,62.0,3.0
河南,中部,2014,0.955,0.9972,0.9577,IRS,,10,66952,2478,71154,459338,134405,191117,74.51,1149.79,1991.0699,54963.059,1447.1,8.1099997,10,216.67999,1.5,7.02,76.360001,7.02,86.900002,85.0,85.599998,3.98,1.64,1437.22,9645,1878.78,612.55,5.38,30.32,89.03,106400.0,32.0,99.0,36020,0.4504924831518921,0.0875913346089145,2203,6250.585795749089,4.762446863659927,1.393519958527734,1.981513737687921,5698.60642820114,149.011923276309,58.71,2.936345646437995,67.0,3.09375
河南,中部,2015,0.9549,0.9955,0.9593,IRS,,10,67092,2471,71394,489621,143010,205366,77.11,1256.49,2382.3799,55552.949,1501.6,8.25,10,204.75999,1.52,7.05,76.809998,7.0500002,88.400002,85.800003,86.599998,3.9200001,1.61,1492.1,9701,2258.5,729.7,6.1,31.94,93.65,109900.0,33.0,104.0,38042,0.4701577156994121,0.098509369618617,2293,7008.91660653541,5.04711885372642,1.474177919802082,2.116957014740748,5726.517781671992,153.8088856818885,61.71000000000001,2.932060112711334,71.0,3.151515151515151
河南,中部,2016,0.9572,1.0,0.9572,IRS,,10,67174,2223,71271,521546,152056,222123,79.65,1404.83,2594.03,57776.988,1601.8199,8.5200005,10,192.25,1.53,7.11,77.260002,7.110000099999999,89.099998,87.800003,87.900002,3.99,1.7,1593.89,9778,2472.63,794.42,6.11,33.74,98.86,112000.0,34.0,110.0,41242,0.4878298220494989,0.100761167956077,2352,7622.96993250153,5.333871957455512,1.555082839026386,2.271660871343833,5908.875843730824,163.0077725506239,65.12,2.930053349140486,76.0,3.235294117647059
河南,中部,2017,0.9414,1.0,0.9414,IRS,,10,67307,1897,71089,558998,165802,241571,82.76,1621.64,2874.4299,58520.141,1745.3101,8.71,10,192.41,1.47,6.97,77.709999,6.969999799999999,89.199997,87.199997,87.699997,3.6800001,1.46,1734.57,9829,2747.67,844.81,6.11,36.05,103.75,121000.0,35.0,118.0,45480,0.5056465561094721,0.108436174925638,2455,8358.449486214258,5.687231661410113,1.68686539831112,2.457737307966223,5953.824498931733,176.4747176721945,67.7,2.877947295423024,83.0,3.371428571428571
河南,中部,2018,0.9224,1.0,0.9224,IRS,,10,67730,1589,71351,608519,180402,263100,86.32,1884.27,3227.6599,58542.77,1916.4301,8.8000002,10,193.89999,1.64,6.8,78.150002,6.8000002,88.699997,87.199997,88.199997,3.72,1.84,1910.99,9864,3100.17,935.6,6.21,40.1,108.3,127000.0,38.0,123.0,51057,0.522404703974047,0.110550464545813,2653,9344.819545823191,6.169089618815896,1.828892944038929,2.667274939172749,5934.992903487429,193.7337793998378,68.19999999999999,2.70074812967581,85.0,3.236842105263158
河南,中部,2019,0.9521,1.0,0.9521,IRS,,10,67561,1013,70734,640147,191795,278891,88.78,2176.8501,3743.5701,61020.289,2021.72,10.57,10,178.84,1.5,6.84,78.599998,6.8400002,88.5,88.599998,89.699997,3.5899999,1.54,2013.22,9901,3608.8,1021.44,6.65,42.44,110.08,132300.0,40.0,127.0,54378,0.54014745985254,0.116012092639205,2913,10265.559034441,6.465478234521766,1.937127562872437,2.816796283203717,6163.043025956975,203.3350166649833,67.64,2.5937794533459,87.0,3.175
河南,中部,2020,0.9667,1.0,0.9667,IRS,,10,71339,909,74644,667156,211830,304335,94.05,2222.3101,3954.9299,57364.59,1829.42,12.34,10,152.77,1.54,7.2,79.050003,7.099999900000001,90.300003,90.0,90.900002,3.7,1.33,1824.4,9941,3931.59,1163.03,7.15,43.5,115.0,137800.0,42.0,138.0,54592,0.5542701941454581,0.1349,3223,10434.2319686148,6.711155819334071,2.13087214565939,3.061412332763303,5770.504979378332,183.522784428126,71.5,2.64367816091954,96.0,3.285714285714286
河南,中部,2021,0.9779,1.0,0.9779,IRS,,10,75174,791,78536,721329,228705,328077,96.96,2505.95,4166.29,61873.219,1914.89,14.11,10,147.92,1.52,7.4,79.5,7.360000099999999,89.900002,91.400002,91.400002,3.7,1.1799999,1908.9,9883,4083.68,1091.58,6.93,61.96,98.43,150900.0,58.0,119.0,58320,0.564504705049074,0.139894343660142,3424,9900.12142062127,7.298684609936254,2.314125265607609,3.319609430334919,6260.570575736114,193.149853283416,36.47000000000001,1.588605551969012,61.0,2.051724137931035
河南,中部,2022,0.9484,1.0,0.9484,IRS,,10,78320,746,81694,752202,241980,353919,101.56,2789.6001,4377.6499,61431.852,2000.36,15.87,10,143.07001,1.5,7.5,79.949997,7.619999900000001,89.5,92.800003,91.900002,3.7,1.03,1848.72,9872,4456.98,1200.03,7.27,64.3,103.66,161600.0,63.0,125.0,59537,0.570705024311183,0.14550057856062,3652,10784.7953808752,7.619550243111831,2.451175040518639,3.585079011345219,6222.83752025932,187.2690437601296,39.36,1.612130637636081,62.0,1.984126984126984
河南,中部,2023,0.9695,1.0,0.9695,IRS,,10,81645,724,85044,777475,262655,383961,106.98,3073.2502,4589.0098,68440.484,2085.83,17.63,10,138.22002,1.48,8.0,80.39999399999999,7.8799996,89.099998,94.200005,92.400002,3.7,0.88,2290.5,9815,,,,66.73,108.01,169000.0,68.0,135.0,61592,0.580845644421803,0.148903230800492,3801,11260.8660213958,7.921293937850229,2.676057055527254,3.911981660723383,6973.049821701477,233.3672949566989,41.28,1.618612318297617,67.0,1.985294117647059
河南,中部,2024,0.964,0.969,0.9948,IRS,,10,83517,568,86702,765148,278230,398603,109.55,3356.9004,4800.3696,68729.117,2171.2999,19.39,10,133.37003,1.46,8.0,80.849991,8.1399994,88.699997,95.60000600000001,92.900002,3.7,0.73000002,2263.81,9785,,,,65.0,108.7,164400.0,70.0,140.0,64888,0.5922330097087379,0.150361905140145,3951,11716.05518651,7.819601430761369,2.843433827286663,4.073612672457844,7023.926111394992,231.3551354113439,43.7,1.672307692307692,70.0,2.0
浙江,东部,2012,0.9764,1.0,0.9764,IRS,,30,28939,377,30271,213286,109459,121313,40.01,1148.37,2818.51,45191.121,626.34998,7.139999900000001,30,209.14,0.44,5.52,78.220001,5.52,98.900002,95.699997,96.699997,5.0100002,0.60000002,629.1,5685,1543.7,342.67,4.45,31.79,71.61,23900.0,53.0,101.0,62156,0.629023746701847,0.0874835886214442,2288,7320.80914687775,3.751732629727353,1.925400175901495,2.13391380826737,7949.185751978892,110.6596306068602,39.82,2.252595155709343,48.0,1.905660377358491
浙江,东部,2013,0.9737,1.0,0.9737,IRS,,30,28655,396,30063,230056,117370,132705,42.71,1291.14,3114.45,47526.352,689.52002,6.130000099999999,30,192.46001,0.47,5.45,78.470001,5.4499998,98.900002,96.099998,97.099998,4.8200002,0.54000002,686.29,5784,1712.33,393.16,4.56,34.45,72.24,23400.0,57.0,103.0,66306,0.6393499308437071,0.0919869534555712,2363,8178.54426002766,3.977455048409405,2.029218533886584,2.294346473029046,8216.865836791148,118.6531811894882,37.78999999999999,2.096952104499274,46.0,1.807017543859649
浙江,东部,2014,0.9575,1.0,0.9575,IRS,,30,28673,577,30358,245756,124670,145141,45.58,1484.16,3589.3,50424.961,756.28003,6.25,30,193.92,0.64999998,5.51,78.709999,5.5100002,99.0,96.300003,97.099998,4.5100002,0.56999999,753.69,5890,1976.99,443.89,4.92,35.69,80.47,23100.0,58.0,116.0,69803,0.649575551782683,0.0962249208025343,2408,8759.88115449915,4.172427843803056,2.116638370118845,2.464193548387097,8561.113921901526,127.9609507640068,44.78,2.254693191370132,58.0,2.0
浙江,东部,2015,0.9711,1.0,0.9711,IRS,,30,29431,483,31137,272509,135772,159945,49.1,1603.0601,4062.49,52973.422,791.15002,6.2199998,30,193.24001,0.62,5.5,78.959999,5.5,99.0,96.900002,97.300003,3.98,0.50999999,789.7,5985,2250.21,500.08,5.25,38.46,89.94,23400.0,61.0,126.0,74479,0.6631578947368421,0.112651827866193,2414,11104.3943191312,4.553199665831245,2.268538011695906,2.672431077694235,8851.031244778613,131.9465329991646,51.48,2.338533541341654,65.0,2.065573770491803
浙江,东部,2016,0.9707,1.0,0.9707,IRS,,30,29811,420,31546,289870,145017,174523,52.36,1801.1,4603.8398,55521.289,871.2899800000001,6.2199998,30,195.31,0.70999998,5.52,79.209999,5.52,98.699997,96.699997,97.099998,3.9000001,0.5,869.42,6072,2573.55,557.81,5.45,42.46,85.8,24600.0,67.0,122.0,79781,0.677206851119895,0.116354551472315,2355,11485.9354413702,4.773880105401845,2.388290513833992,2.874225955204216,9143.822299077736,143.1851119894598,43.34,2.020725388601036,55.0,1.82089552238806
浙江,东部,2017,0.9815,1.0,0.9815,IRS,,30,30189,394,31979,313520,155076,187717,55.57,2028.9301,4995.6499,59514.121,949.26001,6.04,30,206.91,0.76999998,5.56,79.449997,5.5599999,98.599998,96.5,97.300003,3.74,0.50999999,946.35,6170,2826.04,598.55,5.46,44.39,92.9,25800.0,69.0,130.0,86808,0.6891410048622372,0.124793335194211,2345,12204.7325769854,5.081361426256078,2.513387358184765,3.042414910858995,9645.724635332252,153.3792544570503,48.51000000000001,2.092813696778554,61.0,1.884057971014493
浙江,东部,2018,0.9817,1.0,0.9817,IRS,,30,30883,393,32754,332086,166124,201511,58.94,2263.9299,5433.29,62755.16,1019.74,6.48,30,181.83,0.70999998,5.58,79.699997,5.579999900000001,98.0,96.300003,97.300003,3.55,0.47,1018.64,6273,3117.08,639.95,5.37,48.4,91.1,27599.999999999996,74.0,129.0,95333,0.700143472022956,0.129863502997831,2370,13756.6236250598,5.293894468356449,2.648238482384824,3.212354535310059,10004.0108401084,162.3848238482385,42.7,1.882231404958678,55.0,1.743243243243243
浙江,东部,2019,0.9826,1.0,0.9826,IRS,,30,32145,403,34119,350191,179950,219790,62.8,2524.51,5881.25,68133.148,1104.33,6.929999799999999,30,175.02,0.75,5.52,79.940002,5.52,98.699997,96.599998,97.5,3.48,0.43000001,1102.83,6375,3440.53,795.53,5.52,52.41,89.99,30000.0,79.0,132.0,102201,0.7157647058823531,0.140334654337296,2509,15769.4588235294,5.493192156862746,2.822745098039216,3.447686274509804,10687.55262745098,172.9929411764706,37.58,1.717038733066209,53.0,1.670886075949367
浙江,东部,2020,0.8999,1.0,0.8999,IRS,,30,32376,401,34400,361317,191541,233067,65.98,2412.4199,5909.4902,60499.871,964.8200099999999,7.369999900000001,30,146.47,0.61000001,6.56,80.190002,5.71,98.800003,96.5,97.599998,3.5699999,0.38,965.4,6468,3815.64,913.11,5.91,51.9,96.1,30700.0,81.0,142.0,104593,0.7217068645640071,0.1327,2704,15587.5231910946,5.586224489795918,2.961363636363636,3.603385899814471,9353.721552257266,149.2578849721707,44.2,1.851637764932563,61.0,1.753086419753086
浙江,东部,2021,0.9478,0.9917,0.9558,IRS,,30,33021,406,35120,369875,206656,250311,69.48,2799.4299,5937.73,67114.906,1081.24,7.820000200000001,30,144.35001,0.60000002,5.9,80.440002,5.9000001,97.099998,98.0,98.0,3.5699999,0.52999997,1083.0,6540,4290.35,974.32,5.84,45.48,68.71,29800.0,72.0,107.0,118028,0.7266055045871559,0.141685793887951,2632,16841.8807339449,5.655581039755352,3.159877675840979,3.827385321100917,10262.21804281346,165.5963302752293,23.23,1.510773966578716,35.0,1.486111111111111
浙江,东部,2022,0.9424,0.9572,0.9845,IRS,,30,33806,409,35967,381733,220000,267045,73.17,3186.45,5965.9702,69529.953,1197.67,8.2600002,30,142.23,0.58999997,6.2,80.68,6.0900002,95.400002,99.5,98.400002,3.5699999,0.68000001,1134.48,6577,5095.46,1320.28,6.56,46.74,70.43,29300.0,76.0,112.0,123153,0.733769195681922,0.149119031008327,2763,18272.4342405352,5.804059601642086,3.344990117074654,4.060285844610005,10571.68207389387,172.4920176372206,23.69,1.506846384253316,36.0,1.473684210526316
浙江,东部,2023,0.9232,0.9478,0.974,IRS,,30,35405,414,37679,406191,238386,292303,78.58,3573.47,5994.2104,75345.0,1314.1001,8.700000300000001,30,140.10999,0.57999992,6.68,80.91999799999999,6.2800002,93.700005,100.0,98.800003,3.5699999,0.83000004,1324.19,6627,,,,48.95,74.8,30900.0,82.0,120.0,129687,0.742266485589256,0.154141587847521,2839,18640.5462501886,6.12933454051607,3.597193300135808,4.410789195714501,11369.39791760978,199.8174136109854,25.84999999999999,1.528089887640449,38.0,1.463414634146341
浙江,东部,2024,0.9576,0.974,0.9831,IRS,,30,37395,322,39593,413249,251701,299443,81.43,3960.49,6022.4507,79030.047,1430.5302,9.1400003,30,137.98997,0.56999987,6.5,81.15999599999999,6.4700003,92.000008,100.0,99.200005,3.5699999,0.98000008,1395.09,6670,,,,49.5,75.6,30600.0,84.0,123.0,135565,0.754572713643178,0.157157215481202,2901,18837.5562218891,6.195637181409295,3.773628185907047,4.489400299850075,11848.58275862069,209.1589205397301,26.09999999999999,1.527272727272727,39.0,1.464285714285714
海南,东部,2012,0.933,0.9444,0.9879,IRS,,8,4839,107,5154,30289,12244,19432,5.93,93.75,2034.02,3904.0701,84.150002,6.3899999,8,278.47,1.22,5.81,72.690002,5.8099999,87.5,80.699997,89.599998,5.8400002,3.1800001,83.9,910,180.33,66.82,6.31,25.64,58.39,5900.0,37.0,92.0,31818,0.50989010989011,0.0727321887251589,2218,10018.3516483517,3.328461538461538,1.345494505494506,2.135384615384615,4290.186923076923,92.1978021978022,32.75,2.277301092043682,55.0,2.486486486486486
海南,东部,2013,0.9566,0.9778,0.9784,IRS,,8,4689,122,5011,32100,13301,20892,6.35,109.68,2067.6899,4247.8501,90.949997,6.7600002,8,313.16,1.14,5.9,73.489998,5.9000001,86.800003,82.699997,90.699997,5.3600001,3.3699999,90.59,920,185.12,77.4,5.88,26.79,61.88,5800.0,38.0,98.0,34993,0.522826086956522,0.081472459060766,2253,10990.9782608696,3.489130434782609,1.445760869565217,2.270869565217391,4617.228369565218,98.46739130434783,35.09,2.309817095931318,60.0,2.578947368421053
海南,东部,2014,0.9551,0.9694,0.9853,IRS,,8,4754,121,5075,34466,14122,22383,6.66,118.85,2442.5,4531.25,97.099998,5.21,8,326.23001,1.11,5.95,74.279999,5.9499998,89.0,85.800003,92.199997,5.79,3.3699999,96.96,936,220.68,88.92,6.3,29.72,61.35,6200.0,41.0,98.0,38159,0.5331196581196579,0.0765826180257511,2317,11749.358974359,3.682264957264957,1.508760683760684,2.391346153846154,4841.07905982906,103.5897435897436,31.63,2.064266487213998,57.0,2.390243902439024
海南,东部,2015,0.9288,0.9431,0.9849,IRS,,8,4714,119,5046,38698,15346,24662,7.13,133.5,2883.25,4640.8701,104.61,5.7600002,8,342.48001,0.86000001,6.0,75.08000200000001,6.0,89.300003,86.800003,92.800003,5.0100002,2.95,104.5,945,262.61,102.7,7.09,28.18,86.31,6400.0,39.0,124.0,40220,0.549206349206349,0.0844232887934687,2290,13115.6613756614,4.095026455026455,1.623915343915344,2.60973544973545,4910.973650793651,110.5820105820106,58.13,3.062810503903478,85.0,3.179487179487179
海南,东部,2016,0.9427,0.9481,0.9943,IRS,,8,4805,119,5144,40324,16271,26495,7.46,150.47,3306.78,4865.75,110.04,7.280000200000001,8,321.47,0.89999998,6.0,75.870003,6.0,90.400002,87.400002,92.699997,4.4000001,2.8399999,109.91,957,303.28,116.54,7.48,28.15,90.48,6500.0,40.0,130.0,43648,0.5673981191222571,0.0824889581709535,2258,14383.2810867294,4.213584117032393,1.700208986415883,2.768547544409613,5084.378265412748,114.8484848484848,62.33000000000001,3.214209591474245,90.0,3.25
海南,东部,2017,0.9593,0.971,0.9879,IRS,,8,4846,117,5180,41954,17268,28382,7.74,167.49001,3991.1599,4961.6401,116.47,7.130000099999999,8,382.28,0.88,6.01,76.66999799999999,6.0100002,90.099998,87.599998,92.199997,3.97,2.8,116.15,972,369.49,129.42,8.28,30.67,88.85,7300.0,41.0,136.0,47205,0.580246913580247,0.0819371727748691,2261,14855.658436214,4.316255144032922,1.776543209876543,2.919958847736626,5104.568004115226,119.4958847736626,58.17999999999999,2.896967720899902,95.0,3.317073170731707
海南,东部,2018,0.9516,0.9568,0.9946,IRS,,8,4981,119,5325,44800,18732,29959,8.14,179.92,4307.9102,5078.5498,119.41,7.119999900000001,8,360.04001,0.74000001,6.01,77.459999,6.0100002,91.0,86.400002,91.400002,3.5599999,3.3299999,119.55,982,402.5,147.6,8.2,31.4,94.7,7100.0,42.0,141.0,51220,0.5916496945010179,0.0821363280229825,2305,17223.0142566191,4.562118126272912,1.907535641547861,3.05081466395112,5171.639307535641,121.7413441955193,63.3,3.015923566878981,99.0,3.357142857142857
海南,东部,2019,0.9423,0.9541,0.9877,IRS,,8,5057,105,5417,49764,20271,32062,8.59,210.58,4810.0498,5252.6299,128.94,6.670000099999999,8,388.76999,0.92000002,6.11,78.260002,6.1100001,92.199997,87.900002,93.300003,3.3599999,3.21,128.95,995,454.41,182.47,8.56,34.49,104.43,7000.0,45.0,146.0,55054,0.593969849246231,0.0931972789115646,2497,18679.3969849246,5.001407035175879,2.037286432160804,3.222311557788945,5279.025025125628,129.5979899497487,69.94,3.027834154827486,101.0,3.244444444444444
海南,东部,2020,0.9176,0.9469,0.969,IRS,,8,5733,106,6127,58474,23145,35188,9.41,215.49001,5233.3301,5316.6299,116.11,6.21,8,339.12,0.98000002,5.8,79.050003,6.0599999,96.400002,88.0,92.400002,3.6800001,2.76,115.8,1012,529.79,239.69,9.58,45.1,107.5,9600.0,51.0,153.0,56211,0.6027667984189721,0.1043,2764,19490.7114624506,5.778063241106719,2.287055335968379,3.477075098814229,5253.58685770751,114.4268774703557,62.4,2.383592017738359,102.0,3.0
