省份,区域,年份,综合效率_OTE,纯技术效率_PTE,规模效率_SE,规模报酬类型,超效率,代码_x,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
上海,东部,2012,0.9419,1.0,0.9419,IRS,,24,4379,101,4845,109784,51722,63245,18.34,807.81,4588.8599,22085.939,276.73001,5.670000099999999,24,190.71001,0.61000001,5.36,80.720001,5.3600001,98.0,97.5,99.300003,2.6700001,0.06,276.71,2399,1092.35,232.49,5.41,44.82,78.56,17400.0,76.0,105.0,91587,0.892872030012505,0.0901218407008358,3481,17440.6836181742,4.576240100041684,2.155981659024594,2.636306794497707,9206.310546060857,115.3438932888703,33.74,1.752788933511825,29.0,1.381578947368421
上海,东部,2013,1.0,1.0,1.0,CRS,1.0547,24,4439,116,4929,114314,54039,67939,19.23,897.0700099999999,5170.21,23406.631,291.04001,5.3499999,24,173.78,0.63,5.24,80.949997,5.2399998,98.199997,97.599998,99.0,2.4400001,0.07,290.01,2448,1248.68,250.82,5.78,46.99,81.45,17300.0,77.0,111.0,98244,0.895833333333333,0.106411800120409,3421,18499.2238562092,4.66968954248366,2.207475490196078,2.775285947712418,9561.532271241831,118.468137254902,34.46,1.733347520749096,34.0,1.441558441558441
上海,东部,2014,0.9702,1.0,0.9702,IRS,,24,4489,116,4984,117510,57425,71929,20.17,1023.39,5546.9199,25059.711,318.54999,7.880000099999999,24,174.2,0.60000002,5.21,81.18,5.21,98.400002,97.900002,99.599998,2.4300001,0.13,318.54,2467,1345.5,275.29,5.71,45.2,83.4,17100.0,76.0,116.0,105654,0.892987434130523,0.0968080323692492,3348,19957.1949736522,4.763275233076611,2.327725982975274,2.915646534252128,10157.96959870288,129.1203891366032,38.2,1.845132743362832,40.0,1.526315789473684
上海,东部,2015,1.0,1.0,1.0,CRS,1.2403,24,4480,116,5016,122813,59368,75436,20.84,1139.5,6362.02,25616.039,335.06,7.320000200000001,24,186.91,0.44999999,5.07,81.410004,5.0700002,98.099998,98.0,99.5,2.1500001,0.13,334.8,2458,1536.6,319.94,6.12,46.45,86.82,17100.0,77.0,120.0,112981,0.8852725793327908,0.128186203724502,3330,25189.4222945484,4.996460537021969,2.415296989422294,3.06899918633035,10421.4967453214,136.2082994304313,40.36999999999999,1.869106566200215,43.0,1.558441558441559
上海,东部,2016,1.0,1.0,1.0,CRS,1.2394,24,4470,117,5016,129166,61762,79373,21.71,1294.67,7595.98,25931.91,366.60999,7.21,24,184.0,0.60000002,5.0,81.629997,5.0,98.099998,98.0,99.599998,2.1900001,0.15000001,366.16,2467,1838.0,430.73,6.52,46.98,91.09,16700.0,76.0,125.0,125742,0.8901499797324691,0.12963146423618,3327,28045.9667612485,5.235751925415484,2.503526550466153,3.21738954195379,10511.51601134982,148.4231860559384,44.11000000000001,1.938910174542359,49.0,1.644736842105263
上海,东部,2017,1.0,1.0,1.0,CRS,1.1898,24,4574,112,5144,134607,64196,83939,22.78,1457.36,8630.2998,26579.439,391.23001,7.9899998,24,185.06,0.55000001,5.3,81.860001,5.3000002,98.0,97.900002,99.599998,2.02,0.17,390.95,2466,2087.09,449.64,6.81,47.36,94.58,16400.0,77.0,131.0,139381,0.890916463909165,0.142590537677797,3498,30606.7315490673,5.458515815085158,2.603244120032441,3.403852392538524,10778.36131386861,158.5360908353609,47.22,1.997043918918919,54.0,1.701298701298701
上海,东部,2018,1.0,1.0,1.0,CRS,1.1937,24,4729,108,5293,139029,67791,88005,23.82,1585.74,9495.8896,27016.881,418.35999,6.940000099999999,24,175.03999,0.50999999,5.4,82.089996,5.4000001,97.800003,98.0,99.5,2.3800001,0.17,418.12,2475,2301.6,507.92,6.39,45.1,97.2,16000.0,74.0,136.0,152880,0.8913131313131311,0.149519545202998,3517,33743.595959596,5.617333333333334,2.739030303030303,3.555757575757576,10915.91151515152,168.9373737373737,52.1,2.155210643015521,62.0,1.837837837837838
上海,东部,2019,1.0,1.0,1.0,CRS,1.1787,24,5021,106,5597,146454,71247,92875,24.87,1809.0699,10430.53,27559.99,454.94,7.690000099999999,24,177.16,0.40000001,5.5,82.32,5.5,97.099998,98.0,99.5,1.8,0.20999999,453.38,2481,2532.68,564.16,6.64,,104.2,15800.0,,145.0,162394,0.8923821039903259,0.162629757785467,3582,32967.674324869,5.903022974607013,2.871704957678356,3.743450221684804,11108.41999193874,182.7408303103587,,,,
上海,东部,2020,1.0,1.0,1.0,CRS,1.1342,24,5291,107,5897,152191,74780,97151,26.14,1744.67,10591.59,22564.029,375.13,8.430000300000001,24,128.63,0.51999998,5.58,82.550003,5.5500002,97.900002,95.400002,99.400002,1.83,0.25,375.6,2488,2634.22,633.7,6.81,,107.7,15600.0,,151.0,167454,0.8930868167202571,0.1628,3722,32564.7508038585,6.117001607717042,3.005627009646302,3.904782958199357,9069.143488745982,150.9646302250804,,,,
上海,东部,2021,1.0,1.0,1.0,CRS,1.2301,24,5656,103,6308,160378,80241,103859,28.1,2149.29,10752.65,26691.369,448.04999,9.180000300000001,24,135.23,0.47,5.6,82.779999,5.5900002,97.300003,99.599998,99.599998,1.83,0.28,447.2,2489,3326.57,720.32,7.7,,64.43,15500.0,,92.0,189107,0.8931297709923659,0.174473734117201,3691,33872.4789071917,6.443471273603857,3.223824829248694,4.172719967858578,10723.73202089192,179.6705504218562,,,,
上海,东部,2022,1.0,1.0,1.0,CRS,1.2063,24,5726,101,6404,165365,82302,106467,28.84,2553.9099,10913.71,22618.711,520.96997,9.930000300000001,24,141.83,0.41999999,6.0,83.010002,5.630000099999999,96.699997,100.0,99.800003,1.83,0.31,362.88,2475,4005.29,1388.49,8.97,,66.82,14900.0,,95.0,195788,0.893333333333333,0.186688760011047,3756,37951.5151515152,6.681414141414141,3.325333333333333,4.30169696969697,9138.873131313132,146.6181818181818,,,,
上海,东部,2023,1.0,1.0,1.0,CRS,1.2259,24,5796,104,6514,175752,85563,111035,29.77,2958.5298,11074.77,26046.053,593.88995,10.68,24,148.43001,0.36999997,6.37,83.24000500000001,5.670000099999999,96.099991,100.0,100.00001,1.83,0.34,530.75,2487,,,,,70.35,15800.0,,99.0,207193,0.894652191395255,0.195631420170314,3936,38755.5689585846,7.066827503015682,3.440410132689988,4.464616003216727,10472.88017691998,213.4097305991154,,,,
上海,东部,2024,1.0,1.0,1.0,CRS,1.082,24,5692,88,6421,186139,90724,117933,31.4,3363.1497,11235.829,27733.395,666.80994,11.43,24,155.03001,0.31999996,6.4,83.47000899999999,5.71,95.499985,100.0,100.0,1.83,0.37,593.96,2480,,,,,75.0,15800.0,,105.0,217140,0.898387096774194,0.202547021943574,4046,39817.9032258064,7.505604838709678,3.658225806451613,4.755362903225806,11182.82056451613,239.5,,,,
云南,西部,2012,1.0,1.0,1.0,CRS,1.0809,29,21887,519,23395,194707,56617,60755,23.34,399.75,1626.26,20009.25,621.1799900000001,6.969999799999999,29,206.13,3.9200001,6.41,70.440002,6.4099998,96.900002,89.400002,90.5,8.4700003,2.97,619.65,4631,757.67,288.23,7.35,35.69,86.88,44400.00000000001,28.0,90.0,24357,0.38479809976247,0.0775582651643772,1566,7714.662060030229,4.204426689699849,1.222565320665083,1.311919671777154,4320.719067156122,133.8047937810408,51.19,2.434295320818157,62.0,3.214285714285714
云南,西部,2013,1.0,1.0,1.0,CRS,1.0574,29,21913,1294,24264,210125,61338,73305,26.55,464.78,1808.6801,21119.83,675.03003,7.059999900000001,29,206.42999,4.0700002,6.43,70.879997,6.4299998,97.599998,92.099998,92.599998,7.219999799999999,2.6500001,671.0,4641,847.66,322.14,7.23,38.68,89.0,46700.0,33.0,100.0,28100,0.3999138116785179,0.0801189245087901,1662,8826.78302090067,4.52758026287438,1.321654815772463,1.57950872656755,4550.706744236156,144.5809092867917,50.32,2.300930713547053,67.0,3.03030303030303
云南,西部,2014,1.0,1.0,1.0,CRS,1.058,29,21835,1324,24281,224899,62266,82823,28.28,539.09003,1967.16,21890.23,728.5499900000001,7.23,29,208.52,4.0300002,6.45,71.33000200000001,6.4499998,98.099998,91.800003,92.699997,7.25,2.1300001,725.9,4653,927.3,359.63,7.24,41.16,95.26,47900.0,35.0,110.0,30719,0.412207178164625,0.0872191661097116,1731,9537.889533634208,4.833419299376746,1.338190414786159,1.779991403395659,4704.541156243284,156.006877283473,54.10000000000001,2.314382896015549,75.0,3.142857142857143
云南,西部,2015,1.0,1.0,1.0,CRS,1.034,29,21833,1183,24181,237597,66203,93278,30.46,595.78003,2309.6499,22836.65,748.89001,7.309999900000001,29,207.72,4.1999998,6.48,71.779999,6.48,97.599998,91.900002,92.800003,7.0500002,1.9299999,744.8,4663,1095.19,425.76,8.04,43.05,102.31,48900.0,38.0,122.0,32973,0.4293373364786621,0.0840603726990626,1819,10106.8625348488,5.095367788977053,1.419751233111731,2.000386017585245,4897.415826720995,159.7254986060476,59.26000000000001,2.376538908246225,84.0,3.210526315789474
云南,西部,2016,1.0,1.0,1.0,CRS,1.0045,29,22395,593,24234,253555,71460,105966,32.98,684.78003,2754.1201,24460.15,819.44,7.869999900000001,29,187.89999,4.3000002,6.55,72.230003,6.5500002,97.900002,91.599998,92.400002,7.309999900000001,1.77,816.86,4677,1313.85,473.34,8.88,45.21,106.19,51200.0,40.0,133.0,35918,0.446440025657473,0.0837547644552951,1889,10730.9386358777,5.421317083600599,1.527902501603592,2.265683130211674,5229.880265127218,174.6546931793885,60.98,2.348816633488166,93.0,3.325
云南,西部,2017,0.9497,0.9866,0.9626,IRS,,29,22868,524,24684,274809,77892,128513,36.92,759.84003,3149.3601,25464.0,892.25,8.2700005,29,195.03999,5.0999999,6.68,72.68,6.679999799999999,97.099998,90.5,92.199997,6.0700002,1.84,886.13,4693,1511.85,553.8,9.15,48.55,114.25,55599.99999999999,46.0,146.0,40266,0.46281696143192,0.0840111813442796,1999,12173.3858938845,5.855721287023226,1.65974856168762,2.738397613466866,5425.953547837204,188.8195184317068,65.7,2.353244078269825,100.0,3.173913043478261
云南,西部,2018,0.9282,0.9363,0.9913,IRS,,29,23108,523,24954,291194,82233,136886,38.98,848.5300300000001,3425.52,25832.83,961.4000199999999,8.9499998,29,197.37,4.9000001,6.32,73.120003,6.3200002,95.5,88.599998,90.900002,5.420000099999999,1.7,957.04,4703,1654.35,583.73,7.92,52.3,103.6,58900.0,50.0,130.0,45610,0.4743780565596429,0.0957457558609539,2166,12917.3506272592,6.191664894748033,1.748522219859664,2.910610248777376,5492.840739953222,203.4956410801616,51.3,1.980879541108987,80.0,2.6
云南,西部,2019,0.8872,0.9033,0.9822,IRS,,29,23638,526,25587,311899,93724,158461,42.93,941.26001,3708.8899,28244.33,1011.53,8.8500004,29,217.05,4.920000099999999,6.2,73.57,6.1999998,95.300003,88.599998,91.400002,5.4000001,1.72,1007.33,4714,1801.89,646.47,7.76,56.16,104.14,60300.0,56.0,138.0,50764,0.486635553669919,0.0988276918202461,2401,14361.6673737802,6.616440390326686,1.988205345778532,3.361497666525244,5991.584641493424,213.6890114552397,47.98,1.854344729344729,82.0,2.464285714285714
云南,西部,2020,0.9242,1.0,0.9242,IRS,,29,24592,532,26626,325212,100245,173175,45.89,972.9600199999999,4044.74,26982.52,970.48999,8.760000199999999,29,189.61,4.0300002,7.9,74.019997,7.1599998,97.300003,94.400002,94.699997,5.3200002,1.5,967.9,4722,1909.93,774.53,7.79,57.8,109.7,61900.00000000001,60.0,149.0,53443,0.500423549343499,0.1075,2648,14769.2079627277,6.887166454891995,2.122935196950445,3.667407878017789,5714.21431596781,204.9767047861076,51.90000000000001,1.897923875432526,89.0,2.483333333333333
云南,西部,2021,0.9339,0.935,0.9989,IRS,,29,24869,544,26885,330278,104086,182586,47.0,1092.95,4380.5898,29365.84,993.9000199999999,8.659999800000001,29,191.41,4.1599998,8.1,74.470001,8.119999900000002,93.099998,94.199997,94.199997,5.3200002,1.4299999,992.0,4690,2065.11,762.88,7.61,65.48,86.17,62200.0,69.0,120.0,59276,0.51044776119403,0.112748354369225,2871,14145.7569296375,7.042174840085288,2.219317697228145,3.893091684434968,6261.373134328358,211.5138592750533,20.69,1.315974343310935,51.0,1.739130434782609
云南,西部,2022,0.8884,0.9043,0.9824,IRS,,29,25512,548,27528,341244,110127,189997,48.63,1212.9301,4716.4399,31049.16,1017.3,8.569999699999999,29,193.21001,4.29,8.2,74.91999799999999,9.0799999,88.900002,94.0,93.699997,5.3200002,1.36,1011.31,4693,2195.69,760.99,7.58,67.57,89.12,65800.0,72.0,124.0,62456,0.517153206903899,0.116672908084717,3097,14276.1346686554,7.271340294054975,2.346622629448114,4.048519070956744,6616.057958661837,215.4932878755593,21.55000000000001,1.318928518573331,52.0,1.722222222222222
云南,西部,2023,0.888,0.9286,0.9563,IRS,,29,26745,539,28765,359910,120768,203608,51.27,1332.9102,5052.29,31832.48,1040.7,8.4799995,29,195.01001,4.420000099999999,8.61,75.36999499999999,10.04,84.700005,93.800003,93.199997,5.3200002,1.2900001,1158.15,4673,,,,71.89,93.36,71800.0,78.0,131.0,65334,0.529210357372138,0.119500050807845,3184,14402.0543548042,7.701904558099722,2.584378343676439,4.357115343462444,6812.000855981168,247.8386475497539,21.47,1.298650716372235,53.0,1.67948717948718
云南,西部,2024,0.8579,0.8997,0.9535,IRS,,29,27662,533,29667,374276,131609,213209,53.64,1452.8903,5388.1401,32615.801,1064.0999,8.3899994,29,196.81001,4.5500002,8.9,75.819992,11.0,80.500008,93.60000600000001,92.699997,5.3200002,1.2200001,1179.49,4655,,,,75.4,96.3,76800.0,84.0,137.0,67612,0.5411385606874329,0.12068533745148,3229,14743.1149301826,8.0403007518797,2.827261009667025,4.580214822771214,7006.616756176155,253.3813104189044,20.89999999999999,1.277188328912467,53.0,1.630952380952381
内蒙古,西部,2012,0.8899,0.8956,0.9937,IRS,,18,22009,447,23046,110788,50100,46774,18.39,247.48,2486.1699,9334.0898,258.63,8.29,18,323.60001,0.28999999,5.52,75.059998,5.52,95.099998,93.5,94.0,7.0100002,0.56,256.89,2464,619.03,204.46,3.9,31.25,86.45,24500.0,39.0,109.0,43125,0.58400974025974,0.078748495788207,2042,13904.1801948052,4.496266233766233,2.033279220779221,1.898295454545454,3788.185795454545,104.2573051948052,55.2,2.7664,70.0,2.794871794871795
内蒙古,西部,2013,0.8877,0.9012,0.985,IRS,,18,21984,629,23257,120065,52500,52358,19.6,285.0,2798.1101,9882.8496,283.62,8.0600004,18,295.04999,0.34,5.62,75.379997,5.619999900000001,95.800003,94.099998,94.199997,6.5500002,0.56999999,284.5,2455,698.86,223.0,4.15,33.79,92.95,24200.0,41.0,117.0,47103,0.59837067209776,0.0854800368699365,2137,15016.3747454175,4.890631364562118,2.138492871690428,2.132708757637475,4025.60065173116,115.8859470468432,59.16,2.750813850251554,76.0,2.853658536585366
内蒙古,西部,2014,0.8871,0.9087,0.9762,IRS,,18,22053,660,23426,129011,52624,56723,20.3,320.76001,2842.54,10033.63,300.47,8.3900003,18,300.81,0.31999999,5.75,75.690002,5.75,96.199997,94.199997,94.300003,6.3000002,0.83999997,299.4,2449,712.0,240.81,4.01,37.53,91.51,25500.0,44.0,112.0,50479,0.60963658636178,0.093319142760389,2156,15843.1196406697,5.267905267456104,2.148795426704778,2.316169865251123,4097.031441404654,122.2539812168232,53.98,2.438316013855582,68.0,2.545454545454545
内蒙古,西部,2015,0.8952,0.9122,0.9814,IRS,,18,22421,664,23886,133889,54862,61223,21.25,337.42001,3302.78,10024.85,295.91,8.380000099999998,18,268.39999,0.38,5.32,76.0,5.3200002,95.699997,93.900002,94.699997,5.54,0.60000002,295.3,2440,829.33,271.46,4.65,38.41,97.04,24000.0,46.0,119.0,53437,0.6209016393442621,0.095555863072815,2035,17430.1639344262,5.487254098360656,2.24844262295082,2.509139344262295,4108.545081967213,121.0245901639344,58.63000000000001,2.526425410049467,73.0,2.58695652173913
内蒙古,西部,2016,0.8465,0.8556,0.9894,IRS,,18,22606,600,24002,139236,56996,66445,22.11,381.29999,3599.6699,10340.42,329.48001,8.279999700000001,18,250.37,0.33000001,5.69,76.309998,5.6900001,94.900002,92.800003,93.599998,5.96,0.56999999,327.99,2436,907.16,303.94,5.0,39.39,102.2,24800.0,48.0,127.0,56928,0.633825944170772,0.094388720666162,1937,18525.0821018062,5.71576354679803,2.339737274220033,2.727627257799671,4244.835796387521,134.6428571428571,62.81,2.594567149022595,79.0,2.645833333333333
内蒙古,西部,2017,0.8592,0.8885,0.9671,IRS,,18,22868,508,24218,150325,60459,71866,23.31,412.73999,3995.95,10442.05,363.60999,8.8500004,18,267.35001,0.33000001,5.74,76.620003,5.7399998,95.400002,93.300003,93.599998,5.4099998,0.67000002,361.01,2433,1010.41,333.11,6.27,43.9,105.13,26800.0,51.0,130.0,61655,0.646115906288533,0.108398484339777,1969,18618.7011919441,6.178586107685985,2.484956843403206,2.953801890669955,4291.84134812988,148.380600082203,61.23,2.394760820045558,79.0,2.549019607843137
内蒙古,西部,2018,0.824,0.9059,0.9096,IRS,,18,23235,488,24610,159006,63270,76435,24.14,464.31,4272.8799,10548.11,384.89001,8.9200001,18,274.69,0.51999998,5.95,76.940002,5.9499998,95.599998,94.099998,94.0,5.1500001,0.60000002,384.0,2422,1082.75,324.64,6.71,46.6,113.0,27799.999999999996,53.0,139.0,66953,0.655243600330305,0.098503440642895,1984,19948.2246077622,6.565070189925681,2.612303881090008,3.155862923203964,4355.123864574732,158.5466556564822,66.4,2.424892703862661,86.0,2.622641509433962
内蒙古,西部,2019,0.831,0.9009,0.9224,IRS,,18,23238,466,24564,161083,66189,80434,24.93,490.67999,4604.7202,10701.2,362.53,10.45,18,269.25,0.47,5.66,77.25,5.6599998,95.5,94.099998,94.0,4.2199998,0.77999997,361.41,2415,1169.4,342.63,6.79,47.57,113.87,27200.000000000004,56.0,144.0,72274,0.664596273291925,0.101955024311183,2053,21121.7805383023,6.670103519668737,2.740745341614907,3.330600414078675,4431.138716356108,149.6521739130435,66.30000000000001,2.393735547614043,88.0,2.571428571428572
