省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
上海,24,2012,4379,101,4845,109784,51722,63245,18.34,807.81,4588.8599,22085.939,276.73001,5.6700001,24,190.71001,0.61000001,5.36,80.720001,5.3600001,98,97.5,99.300003,2.6700001,0.06,276.71,2399,1092.35,232.49,5.41,44.82,78.56,1.74,76,105,91587,0.89287203,0.090121841,3481,17440.68362,4.5762401,2.155981659,2.636306794,9206.310546,115.3438933,33.74,1.752788934,29,1.381578947
上海,24,2013,4439,116,4929,114314,54039,67939,19.23,897.07001,5170.21,23406.631,291.04001,5.3499999,24,173.78,0.63,5.24,80.949997,5.2399998,98.199997,97.599998,99,2.4400001,0.07,290.01,2448,1248.68,250.82,5.78,46.99,81.45,1.73,77,111,98244,0.895833333,0.1064118,3421,18499.22386,4.669689542,2.20747549,2.775285948,9561.532271,118.4681373,34.46,1.733347521,34,1.441558442
上海,24,2014,4489,116,4984,117510,57425,71929,20.17,1023.39,5546.9199,25059.711,318.54999,7.8800001,24,174.2,0.60000002,5.21,81.18,5.21,98.400002,97.900002,99.599998,2.4300001,0.13,318.54,2467,1345.5,275.29,5.71,45.2,83.4,1.71,76,116,105654,0.892987434,0.096808032,3348,19957.19497,4.763275233,2.327725983,2.915646534,10157.9696,129.1203891,38.2,1.845132743,40,1.526315789
上海,24,2015,4480,116,5016,122813,59368,75436,20.84,1139.5,6362.02,25616.039,335.06,7.3200002,24,186.91,0.44999999,5.07,81.410004,5.0700002,98.099998,98,99.5,2.1500001,0.13,334.8,2458,1536.6,319.94,6.12,46.45,86.82,1.71,77,120,112981,0.885272579,0.128186204,3330,25189.42229,4.996460537,2.415296989,3.068999186,10421.49675,136.2082994,40.37,1.869106566,43,1.558441558
上海,24,2016,4470,117,5016,129166,61762,79373,21.71,1294.67,7595.98,25931.91,366.60999,7.21,24,184,0.60000002,5,81.629997,5,98.099998,98,99.599998,2.1900001,0.15000001,366.16,2467,1838,430.73,6.52,46.98,91.09,1.67,76,125,125742,0.89014998,0.129631464,3327,28045.96676,5.235751925,2.50352655,3.217389542,10511.51601,148.4231861,44.11,1.938910175,49,1.644736842
上海,24,2017,4574,112,5144,134607,64196,83939,22.78,1457.36,8630.2998,26579.439,391.23001,7.9899998,24,185.06,0.55000001,5.3,81.860001,5.3000002,98,97.900002,99.599998,2.02,0.17,390.95,2466,2087.09,449.64,6.81,47.36,94.58,1.64,77,131,139381,0.890916464,0.142590538,3498,30606.73155,5.458515815,2.60324412,3.403852393,10778.36131,158.5360908,47.22,1.997043919,54,1.701298701
上海,24,2018,4729,108,5293,139029,67791,88005,23.82,1585.74,9495.8896,27016.881,418.35999,6.9400001,24,175.03999,0.50999999,5.4,82.089996,5.4000001,97.800003,98,99.5,2.3800001,0.17,418.12,2475,2301.6,507.92,6.39,45.1,97.2,1.6,74,136,152880,0.891313131,0.149519545,3517,33743.59596,5.617333333,2.739030303,3.555757576,10915.91152,168.9373737,52.1,2.155210643,62,1.837837838
上海,24,2019,5021,106,5597,146454,71247,92875,24.87,1809.0699,10430.53,27559.99,454.94,7.6900001,24,177.16,0.40000001,5.5,82.32,5.5,97.099998,98,99.5,1.8,0.20999999,453.38,2481,2532.68,564.16,6.64,,104.2,1.58,,145,162394,0.892382104,0.162629758,3582,32967.67432,5.903022975,2.871704958,3.743450222,11108.41999,182.7408303,,,,
上海,24,2020,5291,107,5897,152191,74780,97151,26.14,1744.67,10591.59,22564.029,375.13,8.4300003,24,128.63,0.51999998,5.58,82.550003,5.5500002,97.900002,95.400002,99.400002,1.83,0.25,375.6,2488,2634.22,633.7,6.81,,107.7,1.56,,151,167454,0.893086817,0.1628,3722,32564.7508,6.117001608,3.00562701,3.904782958,9069.143489,150.9646302,,,,
上海,24,2021,5656,103,6308,160378,80241,103859,28.1,2149.29,10752.65,26691.369,448.04999,9.1800003,24,135.23,0.47,5.6,82.779999,5.5900002,97.300003,99.599998,99.599998,1.83,0.28,447.2,2489,3326.57,720.32,7.7,,64.43,1.55,,92,189107,0.893129771,0.174473734,3691,33872.47891,6.443471274,3.223824829,4.172719968,10723.73202,179.6705504,,,,
上海,24,2022,5726,101,6404,165365,82302,106467,28.84,2553.9099,10913.71,22618.711,520.96997,9.9300003,24,141.83,0.41999999,6,83.010002,5.6300001,96.699997,100,99.800003,1.83,0.31,362.88,2475,4005.29,1388.49,8.97,,66.82,1.49,,95,195788,0.893333333,0.18668876,3756,37951.51515,6.681414141,3.325333333,4.30169697,9138.873131,146.6181818,,,,
上海,24,2023,5796,104,6514,175752,85563,111035,29.77,2958.5298,11074.77,26046.053,593.88995,10.68,24,148.43001,0.36999997,6.37,83.240005,5.6700001,96.099991,100,100.00001,1.83,0.34,530.75,2487,,,,,70.35,1.58,,99,207193,0.894652191,0.19563142,3936,38755.56896,7.066827503,3.440410133,4.464616003,10472.88018,213.4097306,,,,
上海,24,2024,5692,88,6421,186139,90724,117933,31.4,3363.1497,11235.829,27733.395,666.80994,11.43,24,155.03001,0.31999996,6.4,83.470009,5.71,95.499985,100,100,1.83,0.37,593.96,2480,,,,,75,1.58,,105,217140,0.898387097,0.202547022,4046,39817.90323,7.505604839,3.658225806,4.755362903,11182.82056,239.5,,,,
云南,29,2012,21887,519,23395,194707,56617,60755,23.34,399.75,1626.26,20009.25,621.17999,6.9699998,29,206.13,3.9200001,6.41,70.440002,6.4099998,96.900002,89.400002,90.5,8.4700003,2.97,619.65,4631,757.67,288.23,7.35,35.69,86.88,4.44,28,90,24357,0.3847981,0.077558265,1566,7714.66206,4.20442669,1.222565321,1.311919672,4320.719067,133.8047938,51.19,2.434295321,62,3.214285714
云南,29,2013,21913,1294,24264,210125,61338,73305,26.55,464.78,1808.6801,21119.83,675.03003,7.0599999,29,206.42999,4.0700002,6.43,70.879997,6.4299998,97.599998,92.099998,92.599998,7.2199998,2.6500001,671,4641,847.66,322.14,7.23,38.68,89,4.67,33,100,28100,0.399913812,0.080118925,1662,8826.783021,4.527580263,1.321654816,1.579508727,4550.706744,144.5809093,50.32,2.300930714,67,3.03030303
云南,29,2014,21835,1324,24281,224899,62266,82823,28.28,539.09003,1967.16,21890.23,728.54999,7.23,29,208.52,4.0300002,6.45,71.330002,6.4499998,98.099998,91.800003,92.699997,7.25,2.1300001,725.9,4653,927.3,359.63,7.24,41.16,95.26,4.79,35,110,30719,0.412207178,0.087219166,1731,9537.889534,4.833419299,1.338190415,1.779991403,4704.541156,156.0068773,54.1,2.314382896,75,3.142857143
云南,29,2015,21833,1183,24181,237597,66203,93278,30.46,595.78003,2309.6499,22836.65,748.89001,7.3099999,29,207.72,4.1999998,6.48,71.779999,6.48,97.599998,91.900002,92.800003,7.0500002,1.9299999,744.8,4663,1095.19,425.76,8.04,43.05,102.31,4.89,38,122,32973,0.429337336,0.084060373,1819,10106.86253,5.095367789,1.419751233,2.000386018,4897.415827,159.7254986,59.26,2.376538908,84,3.210526316
云南,29,2016,22395,593,24234,253555,71460,105966,32.98,684.78003,2754.1201,24460.15,819.44,7.8699999,29,187.89999,4.3000002,6.55,72.230003,6.5500002,97.900002,91.599998,92.400002,7.3099999,1.77,816.86,4677,1313.85,473.34,8.88,45.21,106.19,5.12,40,133,35918,0.446440026,0.083754764,1889,10730.93864,5.421317084,1.527902502,2.26568313,5229.880265,174.6546932,60.98,2.348816633,93,3.325
云南,29,2017,22868,524,24684,274809,77892,128513,36.92,759.84003,3149.3601,25464,892.25,8.2700005,29,195.03999,5.0999999,6.68,72.68,6.6799998,97.099998,90.5,92.199997,6.0700002,1.84,886.13,4693,1511.85,553.8,9.15,48.55,114.25,5.56,46,146,40266,0.462816961,0.084011181,1999,12173.38589,5.855721287,1.659748562,2.738397613,5425.953548,188.8195184,65.7,2.353244078,100,3.173913043
云南,29,2018,23108,523,24954,291194,82233,136886,38.98,848.53003,3425.52,25832.83,961.40002,8.9499998,29,197.37,4.9000001,6.32,73.120003,6.3200002,95.5,88.599998,90.900002,5.4200001,1.7,957.04,4703,1654.35,583.73,7.92,52.3,103.6,5.89,50,130,45610,0.474378057,0.095745756,2166,12917.35063,6.191664895,1.74852222,2.910610249,5492.84074,203.4956411,51.3,1.980879541,80,2.6
云南,29,2019,23638,526,25587,311899,93724,158461,42.93,941.26001,3708.8899,28244.33,1011.53,8.8500004,29,217.05,4.9200001,6.2,73.57,6.1999998,95.300003,88.599998,91.400002,5.4000001,1.72,1007.33,4714,1801.89,646.47,7.76,56.16,104.14,6.03,56,138,50764,0.486635554,0.098827692,2401,14361.66737,6.61644039,1.988205346,3.361497667,5991.584641,213.6890115,47.98,1.854344729,82,2.464285714
云南,29,2020,24592,532,26626,325212,100245,173175,45.89,972.96002,4044.74,26982.52,970.48999,8.7600002,29,189.61,4.0300002,7.9,74.019997,7.1599998,97.300003,94.400002,94.699997,5.3200002,1.5,967.9,4722,1909.93,774.53,7.79,57.8,109.7,6.19,60,149,53443,0.500423549,0.1075,2648,14769.20796,6.887166455,2.122935197,3.667407878,5714.214316,204.9767048,51.9,1.897923875,89,2.483333333
云南,29,2021,24869,544,26885,330278,104086,182586,47,1092.95,4380.5898,29365.84,993.90002,8.6599998,29,191.41,4.1599998,8.1,74.470001,8.1199999,93.099998,94.199997,94.199997,5.3200002,1.4299999,992,4690,2065.11,762.88,7.61,65.48,86.17,6.22,69,120,59276,0.510447761,0.112748354,2871,14145.75693,7.04217484,2.219317697,3.893091684,6261.373134,211.5138593,20.69,1.315974343,51,1.739130435
云南,29,2022,25512,548,27528,341244,110127,189997,48.63,1212.9301,4716.4399,31049.16,1017.3,8.5699997,29,193.21001,4.29,8.2,74.919998,9.0799999,88.900002,94,93.699997,5.3200002,1.36,1011.31,4693,2195.69,760.99,7.58,67.57,89.12,6.58,72,124,62456,0.517153207,0.116672908,3097,14276.13467,7.271340294,2.346622629,4.048519071,6616.057959,215.4932879,21.55,1.318928519,52,1.722222222
云南,29,2023,26745,539,28765,359910,120768,203608,51.27,1332.9102,5052.29,31832.48,1040.7,8.4799995,29,195.01001,4.4200001,8.61,75.369995,10.04,84.700005,93.800003,93.199997,5.3200002,1.2900001,1158.15,4673,,,,71.89,93.36,7.18,78,131,65334,0.529210357,0.119500051,3184,14402.05435,7.701904558,2.584378344,4.357115343,6812.000856,247.8386475,21.47,1.298650716,53,1.679487179
云南,29,2024,27662,533,29667,374276,131609,213209,53.64,1452.8903,5388.1401,32615.801,1064.0999,8.3899994,29,196.81001,4.5500002,8.9,75.819992,11,80.500008,93.600006,92.699997,5.3200002,1.2200001,1179.49,4655,,,,75.4,96.3,7.68,84,137,67612,0.541138561,0.120685337,3229,14743.11493,8.040300752,2.82726101,4.580214823,7006.616756,253.3813104,20.9,1.277188329,53,1.630952381
内蒙古,18,2012,22009,447,23046,110788,50100,46774,18.39,247.48,2486.1699,9334.0898,258.63,8.29,18,323.60001,0.28999999,5.52,75.059998,5.52,95.099998,93.5,94,7.0100002,0.56,256.89,2464,619.03,204.46,3.9,31.25,86.45,2.45,39,109,43125,0.58400974,0.078748496,2042,13904.18019,4.496266234,2.033279221,1.898295455,3788.185795,104.2573052,55.2,2.7664,70,2.794871795
内蒙古,18,2013,21984,629,23257,120065,52500,52358,19.6,285,2798.1101,9882.8496,283.62,8.0600004,18,295.04999,0.34,5.62,75.379997,5.6199999,95.800003,94.099998,94.199997,6.5500002,0.56999999,284.5,2455,698.86,223,4.15,33.79,92.95,2.42,41,117,47103,0.598370672,0.085480037,2137,15016.37475,4.890631365,2.138492872,2.132708758,4025.600652,115.885947,59.16,2.75081385,76,2.853658537
内蒙古,18,2014,22053,660,23426,129011,52624,56723,20.3,320.76001,2842.54,10033.63,300.47,8.3900003,18,300.81,0.31999999,5.75,75.690002,5.75,96.199997,94.199997,94.300003,6.3000002,0.83999997,299.4,2449,712,240.81,4.01,37.53,91.51,2.55,44,112,50479,0.609636586,0.093319143,2156,15843.11964,5.267905267,2.148795427,2.316169865,4097.031441,122.2539812,53.98,2.438316014,68,2.545454545
内蒙古,18,2015,22421,664,23886,133889,54862,61223,21.25,337.42001,3302.78,10024.85,295.91,8.3800001,18,268.39999,0.38,5.32,76,5.3200002,95.699997,93.900002,94.699997,5.54,0.60000002,295.3,2440,829.33,271.46,4.65,38.41,97.04,2.4,46,119,53437,0.620901639,0.095555863,2035,17430.16393,5.487254098,2.248442623,2.509139344,4108.545082,121.0245902,58.63,2.52642541,73,2.586956522
内蒙古,18,2016,22606,600,24002,139236,56996,66445,22.11,381.29999,3599.6699,10340.42,329.48001,8.2799997,18,250.37,0.33000001,5.69,76.309998,5.6900001,94.900002,92.800003,93.599998,5.96,0.56999999,327.99,2436,907.16,303.94,5,39.39,102.2,2.48,48,127,56928,0.633825944,0.094388721,1937,18525.0821,5.715763547,2.339737274,2.727627258,4244.835796,134.6428571,62.81,2.594567149,79,2.645833333
内蒙古,18,2017,22868,508,24218,150325,60459,71866,23.31,412.73999,3995.95,10442.05,363.60999,8.8500004,18,267.35001,0.33000001,5.74,76.620003,5.7399998,95.400002,93.300003,93.599998,5.4099998,0.67000002,361.01,2433,1010.41,333.11,6.27,43.9,105.13,2.68,51,130,61655,0.646115906,0.108398484,1969,18618.70119,6.178586108,2.484956843,2.953801891,4291.841348,148.3806001,61.23,2.39476082,79,2.549019608
内蒙古,18,2018,23235,488,24610,159006,63270,76435,24.14,464.31,4272.8799,10548.11,384.89001,8.9200001,18,274.69,0.51999998,5.95,76.940002,5.9499998,95.599998,94.099998,94,5.1500001,0.60000002,384,2422,1082.75,324.64,6.71,46.6,113,2.78,53,139,66953,0.6552436,0.098503441,1984,19948.22461,6.56507019,2.612303881,3.155862923,4355.123865,158.5466557,66.4,2.424892704,86,2.622641509
内蒙古,18,2019,23238,466,24564,161083,66189,80434,24.93,490.67999,4604.7202,10701.2,362.53,10.45,18,269.25,0.47,5.66,77.25,5.6599998,95.5,94.099998,94,4.2199998,0.77999997,361.41,2415,1169.4,342.63,6.79,47.57,113.87,2.72,56,144,72274,0.664596273,0.101955024,2053,21121.78054,6.67010352,2.740745342,3.330600414,4431.138716,149.6521739,66.3,2.393735548,88,2.571428571
内蒙古,18,2020,23277,434,24549,162072,68672,83443,25.48,449.42001,5271.21,9612.3398,294.29999,11.98,18,225.64999,0.38999999,7.3,77.559998,6.5999999,96.599998,94.699997,94.300003,5.0599999,0.72000003,294.4,2403,1266.58,395.09,7.3,49.5,106.4,2.68,59,139,73156,0.674989596,0.1305,2127,21931.58552,6.744569288,2.857761132,3.472451103,4000.141407,122.5135248,56.9,2.149494949,80,2.355932203
内蒙古,18,2021,23684,400,24948,166598,71988,88938,26.17,511.29999,5937.7002,10291.33,311.75,13.52,18,262.64001,0.37,7.5,77.870003,7.54,95.099998,94.800003,94.800003,5.0599999,0.63,310.9,2400,1330.51,389.79,6.49,56.59,88.28,2.73,69,116,89880,0.682083333,0.138405854,2351,21831.54167,6.941583333,2.9995,3.70575,4288.054167,129.5416667,31.69,1.559992932,47,1.68115942
内蒙古,18,2022,23751,428,25062,167724,73804,91533,26.78,573.17999,6604.1899,9940.32,329.20001,15.05,18,299.63,0.34999999,7.8,78.18,8.4799995,93.599998,94.900002,95.300003,5.0599999,0.54000002,302.47,2401,1484.6,460.62,6.41,56.88,88.89,2.75,71,119,99128,0.685964182,0.146899776,2493,24521.86589,6.985589338,3.073885881,3.812286547,4140.074969,125.9766764,32.01,1.562763713,48,1.676056338
内蒙古,18,2023,24328,438,25685,173150,78920,101228,28.41,635.06,7270.6797,11849.311,346.65002,16.58,18,336.62,0.32999998,7.83,78.489998,9.4199991,92.099998,95,95.800003,5.0599999,0.45000005,406.39,2396,,,,59.17,91.51,2.82,77,128,104317,0.695742905,0.154544374,2523,28531.88648,7.226627713,3.293823038,4.224874791,4945.455342,169.6118531,32.34,1.546560757,51,1.662337662
内蒙古,18,2024,25480,351,26768,173676,85836,106923,30.16,696.94,7937.1694,12628.301,364.10004,18.11,18,373.60999,0.30999997,8.42,78.799995,10.359999,90.599998,95.099998,96.300003,5.0599999,0.36000007,419.32,2388,,,,59.9,91.5,2.88,83,137,110011,0.707286432,0.160387338,2598,28964.44724,7.272864322,3.594472362,4.477512563,5288.23325,175.5946399,31.6,1.52754591,54,1.65060241
北京,2,2012,8837,118,9632,100167,69810,79534,25.32,943.33002,5750.79,18529.75,225.00999,7.7399998,2,174.45,0.91000003,4.31,80.629997,4.3099999,95.699997,93.300003,98.699997,4.5700002,0.12,224.92,2078,1190.01,320.4,6.66,36.15,79.41,0.47,78,155,95408,0.862848893,0.086007182,5534,17734.88932,4.820356112,3.359480269,3.827430221,8917.107796,108.238691,43.26,2.196680498,77,1.987179487
北京,2,2013,8857,118,9683,104011,72489,83879,26.31,1093.61,6337.3799,20466.381,246.31,7.75,2,155.87,1.13,4.52,80.860001,4.52,95.599998,92.900002,98.800003,3.75,0.1,245.62,2125,1340.23,356.42,6.87,34.66,81.45,0.46,81,159,103503,0.864,0.085825599,5469,19640.75294,4.894635294,3.411247059,3.947247059,9631.238118,115.5858824,46.79,2.349971148,78,1.962962963
北京,2,2014,8802,117,9638,109811,75299,88488,27.4,1229.0699,7411.4102,21359.92,269.81,7.2399998,2,165.49001,0.75999999,4.92,81.080002,4.9200001,96.599998,92.800003,98.199997,4.0500002,0.16,269.3,2171,1594.64,394.38,7.48,37.4,84.59,0.45,81,164,109765,0.865039152,0.085487413,5429,20841.40949,5.058083832,3.468401658,4.075909719,9838.747121,124.0442193,47.19,2.261764706,83,2.024691358
北京,2,2015,8912,113,9771,111555,80410,94626,28.92,1354.88,8453.1396,21780.33,276.38,6.4899998,2,150.86,0.81999999,4.95,81.309998,4.9499998,96.5,92.900002,98.5,3.25,0.16,275.4,2188,1834.75,445.81,7.99,36.82,84.31,0.44,86,170,119422,0.867001828,0.106544561,5218,26223.49177,5.098491773,3.675045704,4.324771481,9954.446984,125.8683729,47.49,2.289788159,84,1.976744186
北京,2,2016,8908,112,9773,117041,84276,98082,29.95,1524.25,9429.7305,23204.971,311.89001,7.0599999,2,137.99001,0.80000001,5.2,81.529999,5.1999998,96.300003,94.5,98.900002,3.6900001,0.17,310.91,2195,2048.89,467.99,7.98,,86.36,0.44,,172,129739,0.867425968,0.117416722,5028,29188.01822,5.332164009,3.839453303,4.468428246,10571.74077,141.6446469,,,,
北京,2,2017,9090,110,9976,120645,88934,103459,31.52,1691.6,10106.42,22468.66,328.64999,7.1500001,2,139.61,0.75999999,5.3,81.760002,5.3000002,96.699997,95.400002,99.099998,3.21,0.19,328.42,2194,2193.8,507.43,7.83,,86.58,0.44,,176,142715,0.869188696,0.124992978,5300,31105.42388,5.498860529,4.053509572,4.715542388,10240.95716,149.6900638,,,,
北京,2,2018,9172,110,10058,123626,93587,107351,32.61,1907.85,11609.06,23515.801,353.60001,8.0900002,2,131.49001,0.81999999,5.58,81.980003,5.5799999,96.400002,95.599998,98.900002,2.8599999,0.2,353.11,2192,2500.82,579.99,7.55,,86.9,0.48,,180,160335,0.870894161,0.112544559,5268,34084.99088,5.639872263,4.269479927,4.897399635,10728.01141,161.0903285,,,,
北京,2,2019,9416,108,10336,127777,99240,114891,34.32,2155.21,13766.77,24886.391,384.85999,9.1199999,2,122.73,0.81999999,5.49,82.209999,5.4899998,91.099998,95.800003,99,2.96,0.19,384.15,2190,2964.81,703.21,8.38,,87.22,0.49,,185,172373,0.873515982,0.114544582,5320,33827.3516,5.83456621,4.531506849,5.246164384,11363.64886,175.4109589,,,,
北京,2,2020,9675,105,10599,127033,101061,117944,34.81,1794.45,13834.01,18228.881,253.77,10.14,2,80.800003,0.64999998,4.6,82.43,5.4400001,97.800003,96,98.400002,2.8499999,0.18000001,255.4,2189,3028.26,809.83,8.39,,85,0.51,,184,175856,0.875285519,0.133,5393,32508.81681,5.80324349,4.616765646,5.388031064,8327.492462,116.6742805,,,,
北京,2,2021,9777,101,10699,130259,105757,124086,36.1,2328.3301,13901.25,22747.57,367.67001,11.16,2,94.57,0.62,5.4,82.660004,5.3899999,96.099998,99.099998,99.099998,2.8499999,0.2,349.8,2189,3351.91,784.02,8.32,,59.51,0.52,,132,202607,0.874828689,0.142333405,5313,32915.12106,5.95061672,4.831292828,5.668615806,10391.76336,159.798995,,,,
北京,2,2022,9915,98,10897,133985,108453,126128,36.86,2862.2,13968.49,22266.26,481.56,12.19,2,108.34,0.58999997,5.7,82.879997,5.3400002,94.400002,100,99.800003,2.8499999,0.22,336.63,2184,3649.37,940,8.77,,61.32,0.52,,135,206826,0.875915751,0.151171107,5397,34199.40476,6.134844322,4.965796703,5.775091575,10195.17399,154.1346154,,,,
北京,2,2023,10505,93,11487,138811,115149,134670,38.9,3396.0698,14035.73,27584.949,595.44998,13.219999,2,119.08,0.62,5.72,83.099991,5.2900004,92.700005,100,100,2.8499999,0.23999999,444.26,2186,,,,,63.51,0.55,,143,216722,0.87831656,0.158571553,5584,36465.00457,6.35,5.267566331,6.160567246,12618.91537,203.2296432,,,,
北京,2,2024,10290,95,11273,141137,129845,139912,40.16,3929.9397,14102.971,29103.639,709.33997,14.249999,2,129.82001,0.65000004,6.1,83.319984,5.2400007,91.000008,100,100,2.8499999,0.25999999,484.61,2183,,,,,64.6,0.54,,148,228167,0.882272103,0.164797508,5782,38463.07833,6.465277142,5.948007329,6.409161704,13331.9464,221.9926706,,,,
吉林,14,2012,18804,274,19734,127756,53949,50975,19.64,292.92999,2355.8701,9742.8096,302.45001,9.7299995,14,233.14,0.40000001,5.37,76.629997,5.3699999,91.599998,91.199997,90.900002,8.8999996,0.44,301.43,2698,647.96,174.02,5.43,35.41,72.48,2.16,44,74,32570,0.545218681,0.077388993,2889,9159.377317,4.735211268,1.999592291,1.889362491,3611.122906,111.7234989,37.07,2.046879413,30,1.681818182
吉林,14,2013,18968,293,19913,133245,54450,52715,20.02,331.19,2779.78,10204.59,307.72,11,14,194.96001,0.55000001,5.04,76.849998,5.04,95,91.400002,92,8.8800001,0.25999999,304.7,2668,764.79,197.68,5.89,30.49,134.32,2.1,37,131,35813,0.557346327,0.096578148,3033,10287.89355,4.994190405,2.040854573,1.975824588,3824.808846,114.2053973,103.83,4.405378813,94,3.540540541
吉林,14,2014,18856,348,19891,140995,55377,57433,20.61,386.45001,2806.76,10634.94,335.51999,11.41,14,203.27,0.56,6.22,77.07,6.2199998,95.099998,90,90.800003,7.4699998,0.28999999,331.83,2642,772.53,212.13,5.6,37.1,87.45,2.13,44,84,37955,0.568130204,0.101694915,3168,11026.68433,5.33667676,2.096025738,2.173845572,4025.336866,125.5980318,50.35,2.357142857,40,1.909090909
吉林,14,2015,19409,432,20612,144500,59074,60719,21.42,411.67999,3025.98,10469.23,341.44,11.25,14,174.25999,0.69999999,5.53,77.300003,5.5300002,95.599998,91.699997,92,6.6500001,0.31999999,337.2,2613,833.05,252.11,5.92,36.89,93.26,2.1,45,93,38679,0.576349024,0.109143056,3169,12311.90203,5.530042097,2.260773058,2.323727516,4006.593953,129.0470723,56.37,2.528056384,48,2.066666667
吉林,14,2016,19589,428,20829,151195,61269,65749,22.33,458.67001,3501.1899,10760.76,368.82999,11.15,14,145.87,0.61000001,5.6,77.519997,5.5999999,96.099998,88.800003,90.099998,6.6700001,0.27000001,365.87,2567,956.89,280.02,6.47,40.1,94.26,2.09,47,98,40940,0.587456175,0.108520375,3048,13969.96494,5.889949357,2.386793923,2.561316712,4191.959486,142.5282431,54.16,2.350623441,51,2.085106383
吉林,14,2017,19647,404,20828,153657,61810,67149,22.43,499.89001,3707.6699,10843.29,383.34,11.47,14,138.74001,0.63999999,6.5,77.739998,6.5,96.199997,90.900002,91.099998,5.9299998,0.31,382.28,2526,1007.53,284.56,6.59,43.56,80.3,2.17,50,83,43522,0.596991291,0.121967535,3038,14749.48535,6.083016627,2.446951702,2.658313539,4292.672209,151.3380839,36.74,1.843434343,33,1.66
吉林,14,2018,21371,406,22691,166994,67329,76241,24.2,558.72998,4072.9299,11040.65,404.44,11.75,14,132.5,0.62,6.26,77.959999,6.2600002,96.400002,91.5,92.599998,5.5100002,0.23999999,402.32,2484,1101.34,299.22,9.79,46.4,101.9,2.16,52,111,45658,0.608695652,0.123709015,3131,15255.99839,6.722785829,2.710507246,3.069283414,4444.706119,161.9645733,55.5,2.19612069,59,2.134615385
吉林,14,2019,20917,377,22198,170332,68154,79315,24.64,616.53003,4356.7598,11041.96,402.28,12.23,14,118.21,0.61000001,6.9,78.190002,6.9000001,97.699997,91.699997,93.300003,5.3800001,0.25999999,401.93,2448,1172.29,295.72,10,47.15,105.26,2.05,53,114,48456,0.616421569,0.132909881,3373,16067.89216,6.958006536,2.784068627,3.23999183,4510.604575,164.1870915,58.11,2.232449629,61,2.150943396
吉林,14,2020,24424,314,25616,173123,73713,95420,27.29,551.91998,4878.73,9278.54,306.67001,12.71,14,87.300003,0.57999998,7.8,78.410004,7.4899998,98.5,93.099998,94.5,5.3699999,0.27000001,304.8,2399,1174.46,366.69,9.54,54.1,73.2,1.96,65,92,51576,0.626511046,0.1561,3707,17203.70988,7.216465194,3.072655273,3.977490621,3867.669862,127.0529387,19.1,1.353049908,27,1.415384615
吉林,14,2021,24155,285,25344,176546,75430,97803,27.67,729.82001,5400.7002,10460.28,348.37,13.19,14,105.56,0.66000003,8.1,78.629997,8.0799999,94.199997,95.599998,95.599998,5.3699999,0.30000001,346.1,2375,1164.48,310.01,8.8,70.03,79.42,2.05,86,98,56268,0.633684211,0.167143652,4550,15565.64211,7.433515789,3.176,4.118021053,4404.328421,145.7263158,9.39,1.134085392,12,1.139534884
吉林,14,2022,23844,281,25031,177269,75247,98646,27.88,907.72998,5922.6699,9142.02,390.07001,13.67,14,123.82,0.74000001,8.4,78.860001,8.6700001,89.900002,98.099998,96.699997,5.3699999,0.33000001,303.22,2348,1237.78,410.59,9.47,70.33,81.55,1.93,87,100,55564,0.63713799,0.177542109,4989,17223.21124,7.549787053,3.204727428,4.201277683,3893.534923,129.1396934,11.22,1.159533627,13,1.149425287
吉林,14,2023,24905,282,26161,183792,79964,107049,29.42,1085.64,6444.6396,11323.759,431.77002,14.150001,14,142.08,0.81999999,8.4,79.090004,9.2600002,85.600006,100,97.799995,5.3699999,0.36000001,418.1,2339,,,,72.64,85.48,1.78,93,107,59495,0.647285165,0.186528077,5839,18840.74391,7.857716973,3.418725951,4.576699444,4841.282172,178.7516032,12.84,1.176762115,14,1.150537634
