省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
山东,21,2022,82485,640,86026,693677,289252,387133,107.88,3339.8401,5740.79,66736.469,1984.51,10.01,21,144.89,0.28,7.6,79.720001,7.29,94.599998,95.900002,95.900002,3.53,0.69,1809.88,10163,5802.75,1274.84,6.64,58.61,79.8,12.65,67,110,88053,0.645380301,0.167225462,3663,11934.1041,6.82551412,2.846128112,3.809239398,6566.611138,178.0852111,21.19,1.361542399,43,1.641791045
山东,21,2023,84426,601,88186,738634,262672,417624,113.59,3735.9001,6235.7603,78200.227,2145.8,10.330001,21,151.47,0.27000001,8.2,79.990005,7.2199998,94.399994,96.900002,96.900002,3.53,0.62,2335.93,10123,,,,63.06,84.83,13.63,71,118,92878,0.655339326,0.174281372,3909,12428.86496,7.296591919,2.594803912,4.125496394,7725.005137,230.754717,21.77,1.345226768,47,1.661971831
山东,21,2024,86289,497,90070,761091,327592,433715,118.16,4131.9602,6730.7305,90323.984,2307.0901,10.650002,21,158.05,0.26000002,8.1,80.26001,7.1499996,94.199989,97.900002,97.900002,3.53,0.55000001,2464.99,10080,,,,64.1,89.2,13.98,75,125,97575,0.664781746,0.177345979,3977,12973.40278,7.550505952,3.249920635,4.302728175,8960.712698,244.5426587,25.1,1.391575663,50,1.666666667
山西,22,2012,38443,457,40192,165309,73507,70337,27.95,302.63,1841.79,11900.67,349.06,7.5300002,22,310.17999,0.44,5.83,75.519997,5.8299999,91,86,88.199997,7.8499999,1.08,348.47,3548,665.04,206.68,5.49,34.03,81.26,4,38,106,33245,0.5132469,0.079660117,2351,7777.508455,4.65921646,2.071786922,1.982440812,3354.191094,98.21589628,47.23,2.387893036,68,2.789473684
山西,22,2013,38529,462,40281,172620,74788,74849,28.39,354.32001,2018.84,12486.42,367.01001,7.8499999,22,296.85999,0.49000001,5.57,75.82,5.5700002,90.400002,86.800003,89.199997,7.8600001,0.95999998,366.22,3535,732.8,229.62,5.81,34.91,84.92,3.9,38,109,34368,0.528712871,0.079714257,2474,8571.796322,4.883168317,2.115643564,2.117369165,3532.226308,103.5983027,50.01,2.432540819,71,2.868421053
山西,22,2014,39010,463,40777,177442,76689,79055,28.93,400.75,2188.8701,12767.41,391.28,8.3199997,22,292.45001,0.36000001,5.93,76.120003,5.9299998,92,87.099998,89.400002,7.2199998,1.15,388.24,3528,798.49,250.19,6.26,35.9,87.59,3.81,39,113,34847,0.5430839,0.085229349,2519,8745.124717,5.029535147,2.17372449,2.240787982,3618.880385,110.0453515,51.69,2.439832869,74,2.897435897
山西,22,2015,39196,460,41002,183209,77314,83344,29.49,413.62,2518.8201,12521.26,381.41,9.3000002,22,268.20999,0.34,5.56,76.419998,5.5599999,91.5,89,91,6.9499998,0.87,379.7,3519,922.93,298.09,7.23,36.85,91.85,3.76,39,118,34159,0.558681444,0.091878537,2504,9727.109974,5.206280193,2.197044615,2.368400114,3558.186985,107.8999716,55,2.492537313,79,3.025641026
山西,22,2016,40288,455,42204,189689,79147,92112,31.13,467.72,2650.3301,12942.39,430.07999,9.4200001,22,243.87,0.44,5.52,76.709999,5.52,92.800003,88.699997,90.900002,7.48,0.88,425.04,3514,975.76,309.73,7.48,37.9,94.42,3.7,40,126,34580,0.572566875,0.086962148,2439,9757.712009,5.398093341,2.252333523,2.621286283,3683.093341,120.9561753,56.52,2.491292876,86,3.15
山西,22,2017,40581,455,42490,197525,81477,96849,31.9,514.5,2938.24,13485.33,455.47,9.6800003,22,236.73,0.47,5.45,77.010002,5.4499998,92.099998,88.199997,89.400002,6.25,0.93000001,453,3510,1087.74,326.24,7.01,40.2,96.44,3.85,41,130,41791,0.586039886,0.089885434,2401,10702.05128,5.627492877,2.321282051,2.759230769,3841.974359,129.0598291,56.24,2.399004975,89,3.170731707
山西,22,2018,40198,449,42079,208305,85834,103860,33.09,598.59998,3282,12962.78,496.03,9.9899998,22,237.88,0.49000001,5.32,77.309998,5.3200002,90.599998,87.699997,89.400002,5.6999998,0.85000002,494.29,3502,1220.36,364.83,7.65,41.8,102.6,3.89,43,138,46073,0.598515134,0.103244644,2383,12232.75271,5.948172473,2.450999429,2.965733866,3701.536265,141.14506,60.8,2.454545455,95,3.209302326
山西,22,2019,40249,445,42162,218441,89259,108993,34.17,668.07001,3465.29,13145.65,501.54001,11.5,22,241.92,0.47999999,5.85,77.610001,5.8499999,92.5,88.300003,90.699997,4.79,0.72000003,499.33,3497,1292.28,385.6,7.59,43.44,108.37,3.87,45,144,49467,0.612810981,0.109954502,2515,13470.86074,6.246525593,2.552444953,3.11675722,3759.122105,142.7881041,64.93,2.494705341,99,3.2
山西,22,2020,39224,440,41140,223650,92094,116339,35.14,645.35999,4239.8301,12300.32,427.47,13.02,22,202.95,0.37,7,77.910004,6.5900002,95.5,92.400002,92.900002,4.8200002,0.76999998,426.2,3490,1479.91,469.45,8.38,43,114.8,3.74,45,154,52105,0.6252149,0.129,2688,14644.32665,6.408309456,2.638796562,3.333495702,3524.446991,122.1203438,71.8,2.669767442,109,3.422222222
山西,22,2021,39101,431,41007,228946,96227,124305,36.29,712.51001,5014.3701,13440.74,445.76999,14.53,22,211.66,0.40000001,7.3,78.209999,7.3200002,92.699997,93.699997,93.699997,4.8200002,0.77999997,434.8,3480,1569.42,437.06,6.95,52.31,84.91,3.77,56,116,66249,0.634195402,0.136803841,3112,14501.78161,6.578908046,2.765143678,3.571982759,3862.281609,124.9425287,32.6,1.6232078,60,2.071428571
山西,22,2022,37816,422,39661,228442,96160,126271,36.44,779.65002,5788.9102,12731.16,464.07999,16.049999,22,220.37,0.43000001,7.7,78.510002,8.0500002,89.900002,95,94.5,4.8200002,0.79000002,414.92,3481,1705.62,519.36,6.65,52.38,84.35,3.71,57,116,73705,0.639471416,0.144804375,3388,16881.64321,6.5625395,2.762424591,3.627434645,3657.328354,119.1956334,31.97,1.610347461,59,2.035087719
山西,22,2023,35984,428,37849,232338,100393,132737,37.48,846.79004,6563.4502,14621.58,482.38998,17.569999,22,229.07999,0.46000001,8.38,78.810005,8.7800002,87.100006,96.300003,95.300003,4.8200002,0.80000007,523.7,3466,,,,53.34,86.45,3.73,61,121,74999,0.649740335,0.15204406,3528,18308.16503,6.703346797,2.896508944,3.829688402,4218.574726,151.0963647,33.11,1.620734908,60,1.983606557
山西,22,2024,36645,339,38415,229934,110026,140203,39.25,913.93005,7337.9902,16042,500.69998,19.089998,22,237.78998,0.49000001,8.4,79.110008,9.5100002,84.300011,97.600006,96.100006,4.8200002,0.81000012,538.01,3446,,,,52.9,86.3,3.61,68,127,73769,0.663087638,0.157854665,3565,18318.83343,6.672489843,3.192861288,4.068572258,4655.252467,156.1259431,33.4,1.631379962,59,1.867647059
广东,5,2012,44585,661,46534,355274,159428,199534,66.25,1587.3101,2062.77,71491.797,1215.8,4.9899998,5,317.54999,1.11,4.65,76.870003,4.6500001,94.099998,92.400002,95.599998,5.8400002,1.08,1228.01,11041,2185.3,587.32,3.83,22.95,68.91,5.95,31,104,53271,0.671497147,0.069822954,2082,6691.296078,3.21777013,1.443963409,1.807209492,6475.119736,111.2227153,45.96,3.002614379,73,3.35483871
广东,5,2013,44470,1965,47835,378367,170171,217629,70.8,1813.84,2366.4199,75779.438,1297.5601,5.0100002,5,317.12,1.01,4.69,77.059998,4.6900001,95.300003,92.199997,95.5,5.1399999,1.13,1296.69,11270,2518.82,667.69,4.05,22.82,77.08,5.99,30,118,57153,0.680922804,0.072444136,2199,7463.176575,3.3572937,1.509946761,1.931047028,6723.996273,115.0567879,54.26,3.377738826,88,3.933333333
广东,5,2014,44675,1978,48085,405751,176112,233483,73.26,2056.49,2641.1101,78094.773,1392.84,5,5,360.75,1.01,4.7,77.25,4.6999998,94.099998,92.099998,95.900002,5.0500002,1.54,1392.36,11489,2832.33,803.78,4.18,25.65,74.87,6.06,33,113,61157,0.686221603,0.082731659,2356,7966.437462,3.531647663,1.532874924,2.032230829,6797.351641,121.1907042,49.22,2.918908382,80,3.424242424
广东,5,2015,45013,1831,48320,435666,186807,254098,76.85,2260.8401,3043.29,78526.094,1441.45,4.98,5,313.19,0.97000003,4.32,77.449997,4.3200002,95.599998,92.099998,95.900002,4.6399999,1.6799999,1438.9,11678,3301.67,956,4.53,26.72,76.21,6.38,34,113,65456,0.695067649,0.073714995,2434,10984.5864,3.730655934,1.599648912,2.175869156,6724.275903,123.2145915,49.49,2.852170659,79,3.323529412
广东,5,2016,46033,1544,49079,465142,199457,283793,81.91,2550.3501,3812.46,81200.672,1546.88,4.9499998,5,320.16,1.01,4.41,77.639999,4.4099998,95.599998,91.900002,95.5,4.6100001,1.72,1544.86,11908,4193.33,1158.66,5.19,28.51,76.68,6.56,36,115,70799,0.701461203,0.076932264,2431,11291.64427,3.906130333,1.674983205,2.383212966,6819.00168,129.7329526,48.17,2.689582603,79,3.194444444
广东,5,2017,47071,1215,49874,492064,212657,307664,86.41,2837.1399,4135.7598,83620.219,1634.62,5.1399999,5,346.70999,0.98000002,4.52,77.830002,4.52,95,91.099998,95.300003,4.4000001,1.78,1632.41,12141,4619.23,1321.38,5.15,31.02,74.78,6.85,39,114,77346,0.707437608,0.077467853,2454,12385.70134,4.052911622,1.751560827,2.534091096,6887.424347,134.4543283,43.76,2.410702772,75,2.923076923
广东,5,2018,48684,1058,51451,516929,229165,334551,91.84,3196.52,4581.96,84530.258,1710.12,5.5900002,5,310.94,1.0700001,4.55,78.019997,4.5500002,93.400002,90.199997,94.5,4.2199998,1.88,1708.73,12348,5198.69,1435.87,5.2,33.5,73.8,7.07,42,115,83201,0.718091999,0.082634589,2542,12738.3058,4.186337868,1.855887593,2.709353741,6845.663913,138.3811144,40.3,2.202985075,73,2.738095238
广东,5,2019,51064,1018,53900,545196,243564,356330,96.19,3685.02,5317.6001,89179.773,1815.95,6.6300001,5,315.37,1.11,4.46,78.209999,4.46,94.300003,91.199997,95.199997,4.1900001,2.02,1814.17,12489,6126.41,1666.1,5.69,35.83,72.64,7.14,44,113,88954,0.726479302,0.085788726,2751,13850.46841,4.36540956,1.950228201,2.853150773,7140.665626,145.2614301,36.81,2.027351382,69,2.568181818
广东,5,2020,53069,897,55900,564773,256800,374457,100.62,3532.75,4059.5801,72639.5,1564.3,7.6599998,5,272.20001,1.0700001,4.7,78.400002,4.6500001,95.400002,92.300003,97.400002,4.0599999,1.92,1567.7,12624,7073.13,1950.18,6.39,39.6,67.9,7.36,47,109,90558,0.741524081,0.0859,3175,13807.66001,4.473803866,2.034220532,2.966230989,5754.079531,124.1840938,28.3,1.714646465,62,2.319148936
广东,5,2021,55139,788,57964,588964,270948,401698,105.87,4227.5,6358.67,81669.438,1729.35,8.6999998,5,272.44,1,4.8,78.589996,4.8299999,92.300003,96.099998,96.099998,4.0599999,2.27,1730,12684,8063.98,1966.39,6.48,47.94,45.84,7.58,54,75,100820,0.746294544,0.091201429,2922,14385.84831,4.643361716,2.136140019,3.166966257,6438.776254,136.3923053,-2.1,0.956195244,21,1.388888889
广东,5,2022,56635,731,59531,608355,284696,420439,110.96,4922.25,7022.31,80699.383,1894.39,9.7399998,5,272.67999,0.93000001,5,78.779999,5.0100002,89.199997,99.900002,94.800003,4.0599999,2.6199999,1752.58,12657,8888,2185.46,6.88,49.58,47.46,7.61,56,79,104611,0.747886545,0.095956557,3129,14642.55353,4.806470728,2.249316584,3.321790314,6375.869716,138.4672513,-2.12,0.957240823,23,1.410714286
广东,5,2023,59874,690,62819,628646,307144,450240,116.91,5617,,90629.328,2059.4301,10.78,5,272.91998,0.86000001,5.35,78.970001,5.1900005,86.099991,100,93.500008,4.0599999,2.9699998,2020.04,12706,,,,50.38,49.12,7.78,60,83,108745,0.754210609,0.099633754,3144,14581.32378,4.94763104,2.417314654,3.543522745,7132.797733,158.9831576,-1.26,0.974990075,23,1.383333333
广东,5,2024,63170,662,66125,644437,324392,462721,120.25,6311.75,,96559.27,2224.4701,11.82,5,273.15997,0.79000002,7.76,79.160004,5.3700008,82.999985,100,92.200012,4.0599999,3.3199997,2159.4,12780,,,,50.7,50.3,7.76,61,86,111146,0.759076682,0.101861003,3110,14050.1252,5.042543036,2.53827856,3.620665102,7555.498435,168.9671362,-0.4,0.992110454,25,1.409836066
广西,6,2012,33257,387,34152,168691,61340,85515,30.38,437.64001,1671.24,23189.199,699.52002,6.3299999,6,332.95001,7.3499999,6.31,75.769997,6.3099999,98.400002,85.099998,86.400002,7.9699998,2.8800001,696.32,4694,782.47,286.69,6,25.77,47.41,5.03,31,69,24594,0.434810396,0.093278042,1834,6359.671922,3.593757989,1.306774606,1.821793779,4940.178739,148.342565,21.64,1.839736127,38,2.225806452
广西,6,2013,32117,1288,33943,187216,65219,94814,33.48,533.5,1795.64,24969.881,818.75,6.6100001,6,289.47,6.6700001,6.35,76.099998,6.3499999,98.699997,87.099998,88.099998,8.0500002,2.9400001,816.19,4731,847.36,322.49,5.89,28.87,50.61,5.64,33,76,26908,0.451067428,0.092946825,1939,6782.223631,3.957218347,1.378545762,2.004100613,5277.928768,172.5195519,21.74,1.753030828,43,2.303030303
广西,6,2014,32497,1646,34667,201600,68419,103955,35.76,602.97998,1910.1,24932.609,832.78003,5.77,6,280.13,6.1199999,6.21,76.43,6.21,99.099998,88.199997,89.400002,7.7399998,4.0500002,831.47,4770,908.06,359.27,5.79,31.06,53.03,5.97,36,79,29169,0.465408805,0.095355832,2052,7295.157233,4.226415094,1.434360587,2.179350105,5226.962055,174.312369,21.97,1.707340631,43,2.194444444
广西,6,2015,32216,1657,34439,214485,73379,113202,37.48,656.01001,2103.71,25188.359,831.15002,6.4400001,6,262.75,6.1100001,6.15,76.760002,6.1500001,99.300003,89.5,90.5,7.1900001,4.1599998,828.3,4811,1008.94,386.97,6,31.6,58.47,6.09,36,86,31375,0.4799418,0.097631754,2178,8450.446893,4.458220744,1.525233839,2.352982748,5235.576595,172.1679485,26.87,1.850316456,50,2.388888889
广西,6,2016,32020,1650,34253,224471,77826,122602,39.06,727.39001,2557.03,25423.359,860.35999,6.5900002,6,254.25999,6.04,5.95,77.080002,5.9499998,99.199997,90.800003,91.699997,6.5999999,3.8599999,858.44,4857,1237.09,475.69,6.75,32.86,58.57,6.22,39,86,33962,0.492485073,0.096934386,2279,9144.94544,4.621597694,1.602347128,2.524233066,5234.374923,176.7428454,25.71,1.782410225,47,2.205128205
广西,6,2017,32034,1353,34008,241140,82249,131693,40.48,821.59998,2851.55,26103.061,901.03003,7.21,6,265.12,6.1599998,6.22,77.410004,6.2199998,89.900002,91.099998,90.800003,6.3600001,4.3499999,897.6,4907,1392.98,519.16,6.83,34.11,63.53,6.5,39,91,37017,0.505808029,0.097461929,2383,10003.15875,4.914204198,1.676156511,2.683778276,5319.55594,182.9223558,29.42,1.862503665,52,2.333333333
广西,6,2018,31826,1257,33742,255940,86541,140412,42.04,918.09003,3278.54,25574.26,932.02002,7.8600001,6,281.23999,6.8800001,5.96,77.739998,5.96,96.099998,91.300003,92.199997,5.8200002,4.4699998,929.51,4947,1615.01,554.11,8.23,36.6,63.8,6.75,41,91,40495,0.518293916,0.10026516,2602,10735.2739,5.17364059,1.74936325,2.838326258,5169.650293,187.8936729,27.2,1.743169399,50,2.219512195
广西,6,2019,31853,1109,33679,277357,93954,152390,44.04,1085.8,3363.52,26131.17,1046.4399,9.8199997,6,290.89999,8.1999998,6.14,78.07,6.1399999,93.599998,91.800003,93,5.5599999,4.1100001,1043.64,4982,1668.31,587.17,7.86,39.86,66.12,7.27,43,94,42988,0.529706945,0.101673867,2887,11744.19912,5.567181855,1.885869129,3.058811722,5245.116419,209.4821357,26.26,1.65880582,51,2.186046512
广西,6,2020,32149,942,33875,295562,102833,167487,47.22,1095.96,3739.2,23182.141,998.28998,11.77,6,263.62,7.4200001,6.5,78.400002,6.4699998,96.300003,93.400002,92.5,5.4499998,3.3099999,996.9,5019,1876.7,731.74,8.47,42.5,68.2,7.63,48,98,44497,0.541940626,0.122,3107,12312.15382,5.888862323,2.048874278,3.337059175,4618.876469,198.6252241,25.7,1.604705882,50,2.041666667
广西,6,2021,32643,599,34112,319045,109429,182407,49.32,1204.89,3533.48,25569.641,1067.63,13.72,6,272.04999,6.98,6.8,78.730003,6.8000002,82.5,94.400002,94.400002,5.4499998,3.1900001,1064,5037,1941.6,635.12,7.85,55.62,73.91,8.16,60,103,50341,0.550724638,0.12589274,3432,11527.77447,6.334028191,2.172503474,3.621342069,5076.363113,211.2368473,18.29,1.328838547,43,1.716666667
广西,6,2022,33086,493,34500,341728,115225,192927,51.71,1313.8101,3618.46,26357.141,1136.97,15.68,6,280.48001,6.54,7.1,79.059998,7.1300001,68.699997,95.400002,96.300003,5.4499998,3.0699999,1113.54,5047,2081.85,657.98,7.92,60.24,77.92,8.66,63,108,52399,0.556568258,0.131337163,3651,11676.87735,6.770913414,2.283039429,3.82260749,5222.338221,220.63404,17.68,1.293492696,45,1.714285714
广西,6,2023,33497,427,34888,362011,120621,200947,53.61,1422.7301,3703.4399,26244.641,1206.3099,17.64,6,288.91003,6.0999999,7.08,79.389992,7.46,54.899994,96.400002,98.200005,5.4499998,2.9499998,1303.68,5027,,,,64.26,82.63,9.24,67,113,54599,0.567734235,0.138099106,3819,12137.19912,7.201332803,2.3994629,3.997354287,5220.736224,259.3355878,18.37,1.285869904,46,1.686567164
广西,6,2024,33324,352,34685,377394,127717,209047,55.95,1531.6501,3788.4199,26232.141,1275.6499,19.6,6,297.34006,5.6599998,7.5,79.719986,7.79,41.099991,97.400002,100,5.4499998,2.8299997,1365.11,5013,,,,67,86.5,9.75,70,118,57071,0.57390784,0.139706167,3843,12905.60543,7.528306403,2.547715939,4.170097746,5232.822861,272.3139836,19.5,1.291044776,48,1.685714286
新疆,28,2012,16970,506,18320,131592,41358,52449,17.71,280.48999,2536.29,8386.5596,447.78,7.9400001,28,624.47998,3.1600001,4.48,73.010002,4.48,90.800003,81.699997,83.5,14.38,1.85,446.46,2253,566.3,190,7.55,49.65,124.8,2.55,48,153,33495,0.44207723,0.067954911,1596,12073.10253,5.840745672,1.835685752,2.327962716,3722.396627,198.1624501,75.15,2.513595166,105,3.1875
新疆,28,2013,17190,605,18663,137325,43582,56578,18.96,320.32999,2945.97,9381.9502,464.04999,7.6700001,28,618.98999,3.8800001,4.92,73.339996,4.9200001,92,82.400002,84.599998,13.89,1.91,462,2285,667.06,208.68,7.98,55.01,99.21,2.64,55,129,37542,0.449452954,0.063677226,1681,13422.84464,6.009846827,1.907308534,2.476061269,4105.886302,202.1881838,44.2,1.803490274,74,2.345454545
新疆,28,2014,17178,801,18873,142956,44999,59792,19.96,360.10999,3266.6201,9978.9697,490.82999,8.3199997,28,611.78003,3.52,4.97,73.669998,4.9699998,90.099998,84.599998,85,14.27,2.1300001,488.7,2325,750.82,232.5,8.1,56.66,124.2,2.77,58,155,40782,0.467956989,0.068691022,1749,14270.06452,6.148645161,1.93544086,2.571698925,4292.029978,210.1935484,67.54,2.192022591,97,2.672413793
新疆,28,2015,17075,802,18798,150263,47226,63870,20.85,395.79999,3691,10333.27,512.15002,8.1000004,28,635.10999,4.3000002,4.51,74,4.5100002,91.5,86.900002,87.400002,14.2,2.02,510,2385,870.98,262.92,9.34,59.38,128.46,2.9,61,166,40534,0.487631027,0.071286154,1759,15953.33333,6.30033543,1.980125786,2.677987421,4332.607966,213.836478,69.08,2.163354665,105,2.721311475
新疆,28,2016,17124,775,18825,156912,49517,67624,22,441.97,4012.8899,10923.03,535.10999,8.29,28,606.70001,4.27,4.26,74.330002,4.2600002,91.900002,86.099998,87,14.77,1.72,532.54,2428,962.32,299.05,9.97,61.81,112.73,3.07,63,151,41196,0.504118616,0.072303496,1780,17043.86326,6.462602965,2.039415157,2.785172982,4498.776771,219.3327842,50.92,1.823814917,88,2.396825397
新疆,28,2017,17059,737,18724,167577,51037,70566,22.44,482.13,4453.8901,11241.97,548.15002,9.4300003,28,589.40997,4.27,4.48,74.660004,4.48,91.900002,89.5,92.300003,12.94,2.1400001,548.34,2480,1088.83,317.85,10.01,66.64,113.96,3.31,64,147,46703,0.518951613,0.07283523,1863,18698.54839,6.757137097,2.057943548,2.845403226,4533.052419,221.1048387,47.32,1.710084034,83,2.296875
新疆,28,2018,16833,697,18450,178881,51912,72347,22.71,507.29999,4843.23,10719.21,543.22998,9.6400003,28,659.75,6.3099999,4.56,74.989998,4.5599999,94.300003,92.300003,94.099998,11.01,1.61,542.9,2520,1204.51,342.85,9.4,71.2,113,3.38,64,145,52441,0.540079365,0.071558282,1954,19890.6746,7.098452381,2.06,2.870912698,4253.654762,215.4365079,41.8,1.587078652,81,2.265625
新疆,28,2019,16851,591,18376,186426,55990,77306,23.64,609.56,4844.0498,12031.98,589.69,9.8999996,28,483.78,6.7199998,4.45,75.32,4.4499998,94.800003,92.900002,95.599998,8.1000004,1.66,587.51,2559,1355.03,373.07,9.21,72.69,116.99,3.85,68,138,55227,0.555295037,0.080671414,2106,20771.74678,7.285111372,2.187964048,3.020945682,4701.828839,229.5857757,44.3,1.609437337,70,2.029411765
新疆,28,2020,16671,556,18158,181455,57318,80681,24.45,528.09003,5841.48,10699.6,436.92999,10.17,28,324.98999,3.21,5.5,75.650002,5.0300002,95.199997,92,93.300003,9.0600004,0.68000001,440.3,2590,1510.16,605.5,10.95,72.2,116.8,3.3,70,154,55398,0.565250965,0.0776,2331,21363.55212,7.005984556,2.213050193,3.115096525,4131.119691,170,44.6,1.617728532,84,2.2
新疆,28,2021,15528,499,16970,186127,58674,85369,25.67,606.38,6838.9102,10478.48,465.12,10.43,28,331.85999,3.6600001,5.6,75.980003,5.5999999,96.199997,95.900002,95.900002,9.0600004,0.81999999,462.7,2589,1584.73,535.67,9.91,68.87,85.2,3.99,68,118,64845,0.572421784,0.080832756,2526,20768.28891,7.189146389,2.266280417,3.297373503,4047.307841,178.7176516,16.33,1.237113402,50,1.735294118
新疆,28,2022,15578,467,16999,179699,58830,89027,26.42,684.67999,7836.3398,9647.36,493.31,10.7,28,338.73001,4.1100001,5.8,76.309998,6.1700001,97.199997,99.800003,98.5,9.0600004,0.95999998,442.78,2587,1724.05,640.47,9.72,65.74,85.62,3.26,72,118,71679,0.579049092,0.08389629,2773,26422.11055,6.946231156,2.274062621,3.441321995,3729.168922,171.1557789,19.88,1.302403407,46,1.638888889
新疆,28,2023,16958,445,18416,195757,66186,101745,29.73,762.97998,8833.7695,14336.24,521.5,10.969999,28,345.60004,4.5600002,5.76,76.639992,6.7400002,98.199997,100,100,9.0600004,1.1,720.93,2598,,,,72.61,91.11,3.67,82,130,75616,0.592378753,0.086854803,2956,29126.17398,7.53491147,2.547575058,3.916281755,5518.183218,277.4942263,18.5,1.254785842,48,1.585365854
新疆,28,2024,17713,367,19112,202243,71742,107933,31.49,841.27997,9831.1992,16415.1201,549.69,11.239999,28,352.47006,5.0100002,6.17,76.969986,7.3100004,99.199997,100,100,9.0600004,1.2399999,719.45,2623,,,,73.1,94.7,3.61,86,136,78660,0.603507434,0.088646046,3119,29149.67594,7.710369806,2.735112467,4.114868471,6258.147198,274.2851697,21.6,1.295485636,50,1.581395349
江苏,15,2012,28888,505,31050,333118,134800,155247,51.97,1283.6801,2388.9199,45054.648,952.90002,6.46,15,121.91,0.47,6.99,77.169998,6.9899998,100,97.900002,98.800003,3.8099999,0.52999997,950.45,8120,1892.02,483.75,3.5,33.13,65.38,6.95,39,79,67718,0.630049261,0.114961488,2786,8654.76601,4.102438424,1.660098522,1.911908867,5548.60197,117.0504926,32.25,1.973437972,40,2.025641026
江苏,15,2013,28815,466,30998,368287,143611,174158,55.11,1483.6801,2787.5701,49440.121,1053.6899,6.3699999,15,116.74,0.47,7.01,77.440002,7.0100002,100,97.400002,98.5,3.4300001,0.47,1049.27,8192,2213.19,549.23,3.74,34.89,74.41,7.41,39,89,74185,0.643920898,0.122546775,2814,9519.616699,4.495690918,1.753063965,2.125952148,6035.171021,128.0847168,39.52,2.13270278,50,2.282051282
江苏,15,2014,28921,1290,31995,392293,149651,188767,58.96,1701.3,3322.3999,52578.578,1152.04,6.3800001,15,117.29,0.5,7.02,77.709999,7.02,100,97.300003,98.400002,3.28,0.60000002,1148.24,8281,2644.65,581.99,4.06,37.28,75.69,7.48,43,90,80408,0.65704625,0.120638738,2858,10231.19189,4.737266031,1.807160971,2.279519382,6349.302983,138.6595822,38.41,2.030311159,47,2.093023256
江苏,15,2015,28841,1244,31925,413612,157369,203998,61.89,1877.11,3729.0701,54579.16,1217.58,6.98,15,124.24,0.43000001,7.03,77.970001,7.0300002,100,97.400002,98.400002,3.1099999,0.56,1214.1,8315,2974.42,674.73,4.24,36.98,84.78,7.61,43,100,86618,0.674924835,0.126906813,2896,11650.7276,4.974287432,1.892591702,2.453373422,6563.939868,146.0132291,47.8,2.29259059,57,2.325581395
江苏,15,2016,29099,1059,32117,443060,169889,221168,65.41,2051.9399,4200.21,55194.922,1308.96,7.0900002,15,114.56,0.50999999,7.03,78.239998,7.0300002,100,96.199997,97.900002,3.53,0.62,1302.75,8381,3359.58,753.25,4.34,40.65,84.11,7.75,47,98,93748,0.68929722,0.135048807,2937,11910.22551,5.286481327,2.027073142,2.63892137,6585.72032,155.4408782,43.46,2.069126691,51,2.085106383
江苏,15,2017,29118,911,32037,469182,181276,236906,69.25,2265.3101,4597.1802,58433.699,1418.04,6.79,15,111.54,0.46000001,7.03,78.510002,7.0300002,100,95.5,97.699997,3.4300001,0.62,1416.17,8423,3691.21,808.57,4.3,43.14,86.26,8.94,50,101,102961,0.701768966,0.139334342,3045,12609.55716,5.57024813,2.152154814,2.812608334,6937.397483,168.1313071,43.12,1.999536393,51,2.02
江苏,15,2018,30295,808,33254,491512,193878,260422,73.93,2493.8,5012.0098,59442.109,1449.41,6.8499999,15,113.5,0.46000001,7.03,78.779999,7.0300002,95.5,94.699997,97.699997,3.5599999,0.56999999,1447.46,8446,4035.02,868.95,4.33,48,82.5,9.35,57,101,110802,0.711934644,0.14296321,3143,13802.21407,5.819464835,2.295500829,3.083376746,7037.900663,171.3781672,34.5,1.71875,44,1.771929825
江苏,15,2019,31821,685,34796,516015,211174,279836,78.63,2813.5,5525.6099,61721.648,1528.21,8.3500004,15,115.99,0.44999999,7.04,79.050003,7.04,95.900002,95.199997,97.900002,3.4200001,0.55000001,1523.43,8469,4459.17,962.85,4.48,51.12,83.04,9.85,62,103,118045,0.724642815,0.15078529,3311,14846.55804,6.092986185,2.493493919,3.304238989,7287.949935,179.8831031,31.92,1.624413146,41,1.661290323
